snapshot_date, sku_id   , category   , warehouse , current_stock, reorder_point, reorder_qty, unit_cost, stock_value, below_reorder
2024-04-24   , SKU-00124, Clothing   , WH-South  ,          1208,           130,        1428,   1038.4 ,  1254387.2 ,             0
2024-12-25   , SKU-00134, Beauty     , WH-East   ,           449,           265,        1613,    560.18,   251520.82,             0
2024-06-08   , SKU-00242, Home       , WH-West   ,          1380,           281,         252,   2227.41,  3073825.8 ,             0
2024-05-08   , SKU-00186, Office     , WH-North  ,          3313,           284,         472,   2386.28,  7905745.64,             0
2024-06-05   , SKU-00029, Office     , WH-South  ,          1212,            92,        1098,    267.37,   324052.44,             0
2024-09-19   , SKU-00075, Automotive , WH-North  ,          1971,           194,         485,   1856.72,  3659595.12,             0
2024-10-15   , SKU-00297, Office     , WH-West   ,          4224,           243,        1982,   2831.97, 11962241.28,             0
2024-02-24   , SKU-00234, Clothing   , WH-North  ,          4869,           267,         387,   1940.93,  9450388.17,             0
2024-12-24   , SKU-00218, Groceries  , WH-North  ,          3411,           435,        1667,   1013.47,  3456946.17,             0
2024-08-16   , SKU-00216, Clothing   , WH-South  ,           894,           145,         755,   1266.04,  1131839.76,             0
2024-03-07   , SKU-00231, Office     , WH-West   ,          1432,           171,         682,   1374.99,  1968985.68,             0
2024-07-14   , SKU-00188, Sports     , WH-North  ,          1991,           103,         599,   1372.17,  2731990.47,             0
2024-05-31   , SKU-00102, Beauty     , WH-North  ,           983,           137,        1436,   1819.11,  1788185.13,             0
2024-05-20   , SKU-00142, Electronics, WH-East   ,            60,           197,         139,   1235.92,    74155.2 ,             1
2024-05-08   , SKU-00164, Office     , WH-East   ,          1867,           124,        1604,    355.67,   664035.89,             0
2024-04-11   , SKU-00069, Office     , WH-West   ,          1734,           464,        1132,    623.99,  1081998.66,             0
2024-04-17   , SKU-00237, Books      , WH-East   ,          4953,           241,         804,    843.42,  4177459.26,             0
2024-08-10   , SKU-00296, Office     , WH-East   ,          3349,            71,        1262,   1589.95,  5324742.55,             0
2024-09-30   , SKU-00034, Sports     , WH-North  ,          3595,           133,        1975,   2261.73,  8130919.35,             0
2024-09-07   , SKU-00015, Clothing   , WH-South  ,          1571,           457,         641,   1948.89,  3061706.19,             0
2024-09-14   , SKU-00244, Books      , WH-South  ,           440,           243,        1986,   1909.52,   840188.8 ,             0
2024-08-10   , SKU-00156, Clothing   , WH-South  ,          3709,           455,         723,   1788.58,  6633843.22,             0
2024-10-22   , SKU-00170, Groceries  , WH-East   ,          1916,            96,         548,    403.17,   772473.72,             0
2024-11-17   , SKU-00116, Clothing   , WH-East   ,           912,           312,         493,   2863.53,  2611539.36,             0
2024-03-14   , SKU-00084, Home       , WH-South  ,           308,           345,        1449,    405.43,   124872.44,             1
2024-09-30   , SKU-00223, Home       , WH-South  ,          3109,           199,        1955,   1757.48,  5464005.32,             0
2024-08-07   , SKU-00212, Beauty     , WH-South  ,          3781,           457,         651,    797.72,  3016179.32,             0
2024-01-07   , SKU-00016, Sports     , WH-West   ,          2788,           355,        1956,    632.96,  1764692.48,             0
2024-03-04   , SKU-00069, Office     , WH-Central,          2874,           308,         299,    623.99,  1793347.26,             0
2024-09-25   , SKU-00064, Books      , WH-Central,          3695,           249,         891,   2869.05, 10601139.75,             0
2024-08-24   , SKU-00197, Sports     , WH-North  ,          2084,           139,        1182,   2268.27,  4727074.68,             0
2024-01-17   , SKU-00162, Groceries  , WH-East   ,           776,           354,         184,   1087.46,   843868.96,             0
2024-01-23   , SKU-00112, Home       , WH-West   ,          4111,           428,         957,    737.92,  3033589.12,             0
2024-09-17   , SKU-00146, Toys       , WH-Central,          1677,           175,        1278,   2117.53,  3551097.81,             0
2024-10-06   , SKU-00034, Sports     , WH-West   ,          2107,           192,         474,   2261.73,  4765465.11,             0
2024-03-19   , SKU-00083, Toys       , WH-South  ,          3961,           276,        1229,    113.66,   450207.26,             0
2024-03-19   , SKU-00059, Clothing   , WH-Central,           646,           269,        1785,   1249.94,   807461.24,             0
2024-02-05   , SKU-00128, Automotive , WH-Central,          3059,           460,         313,   2382.49,  7288036.91,             0
2024-09-19   , SKU-00226, Office     , WH-Central,          1805,           125,        1094,    954.05,  1722060.25,             0
2024-01-06   , SKU-00029, Office     , WH-West   ,          4282,           139,        1192,    267.37,  1144878.34,             0
2024-12-05   , SKU-00127, Office     , WH-North  ,          1987,           405,        1738,   2458.86,  4885754.82,             0
2024-02-05   , SKU-00155, Automotive , WH-East   ,          3891,           163,        1196,    943.15,  3669796.65,             0
2024-02-08   , SKU-00150, Beauty     , WH-South  ,           413,           268,        1233,   1404.54,   580075.02,             0
2024-07-11   , SKU-00178, Groceries  , WH-East   ,          3722,           374,        1250,   2518.39,  9373447.58,             0
2024-03-20   , SKU-00134, Beauty     , WH-South  ,          2958,           134,        1728,    560.18,  1657012.44,             0
2024-07-18   , SKU-00126, Toys       , WH-East   ,            92,           113,        1728,   2211.95,   203499.4 ,             1
2024-01-17   , SKU-00118, Office     , WH-West   ,           150,           158,        1799,   1613.37,   242005.5 ,             1
2024-12-14   , SKU-00174, Sports     , WH-Central,          3265,           204,         555,   2596.61,  8477931.65,             0
2024-10-27   , SKU-00059, Clothing   , WH-South  ,          3542,           256,         549,   1249.94,  4427287.48,             0
2024-08-19   , SKU-00244, Books      , WH-West   ,          3432,           114,         437,   1909.52,  6553472.64,             0
2024-04-01   , SKU-00057, Clothing   , WH-West   ,           542,           367,         318,    801.62,   434478.04,             0
2024-07-25   , SKU-00083, Toys       , WH-Central,          4670,           146,        1136,    113.66,   530792.2 ,             0
2024-04-03   , SKU-00182, Sports     , WH-East   ,          2346,           284,         624,    327.57,   768479.22,             0
2024-11-17   , SKU-00132, Automotive , WH-South  ,          4212,           402,         704,    366.01,  1541634.12,             0
2024-02-01   , SKU-00156, Clothing   , WH-West   ,           976,           202,         198,   1788.58,  1745654.08,             0
2024-05-30   , SKU-00037, Home       , WH-West   ,          1572,           411,        1689,     75.97,   119424.84,             0
2024-01-08   , SKU-00086, Electronics, WH-East   ,          3838,           186,        1945,    957.41,  3674539.58,             0
2024-05-26   , SKU-00300, Electronics, WH-East   ,           311,           299,        1902,    127.82,    39752.02,             0
2024-09-17   , SKU-00196, Clothing   , WH-South  ,          1382,           454,         272,   1335.01,  1844983.82,             0
2024-12-03   , SKU-00212, Beauty     , WH-South  ,          2269,           178,         337,    797.72,  1810026.68,             0
2024-12-09   , SKU-00201, Home       , WH-South  ,          1940,           207,         249,   1590.23,  3085046.2 ,             0
2024-05-13   , SKU-00151, Automotive , WH-West   ,          3907,           399,        1339,   2357.93,  9212432.51,             0
2024-12-04   , SKU-00076, Beauty     , WH-West   ,          2004,           290,         786,   2908.64,  5828914.56,             0
2024-07-07   , SKU-00079, Sports     , WH-East   ,          3353,           197,        1650,   2811.32,  9426355.96,             0
2024-08-25   , SKU-00134, Beauty     , WH-West   ,          1639,           136,        1357,    560.18,   918135.02,             0
2024-04-26   , SKU-00002, Office     , WH-West   ,          3403,           430,         618,   2473.48,  8417252.44,             0
2024-07-30   , SKU-00214, Office     , WH-South  ,          3524,           421,        1386,   1649.91,  5814282.84,             0
2024-07-27   , SKU-00121, Sports     , WH-West   ,          4715,           446,        1328,    750.73,  3539691.95,             0
2024-07-14   , SKU-00078, Books      , WH-West   ,          2941,            94,         821,   2405.49,  7074546.09,             0
2024-10-31   , SKU-00202, Beauty     , WH-East   ,           853,           184,        1190,    706.61,   602738.33,             0
2024-04-09   , SKU-00290, Clothing   , WH-Central,          2542,            90,         156,    819.21,  2082431.82,             0
2024-07-20   , SKU-00072, Toys       , WH-North  ,          4092,           145,        1701,   2351.98,  9624302.16,             0
2024-07-08   , SKU-00064, Books      , WH-South  ,           819,           395,        1441,   2869.05,  2349751.95,             0
2024-02-20   , SKU-00034, Sports     , WH-West   ,          3488,            70,         766,   2261.73,  7888914.24,             0
2024-08-27   , SKU-00103, Clothing   , WH-Central,            71,           263,         404,    884.89,    62827.19,             1
2024-11-24   , SKU-00147, Clothing   , WH-North  ,           761,            76,        1532,   2840.33,  2161491.13,             0
2024-12-12   , SKU-00063, Office     , WH-North  ,           716,           432,        1239,    797.43,   570959.88,             0
2024-06-28   , SKU-00153, Electronics, WH-North  ,          3725,           347,         260,   1256.28,  4679643.0 ,             0
2024-06-16   , SKU-00089, Office     , WH-North  ,          2134,           334,         888,   1120.12,  2390336.08,             0
2024-04-08   , SKU-00159, Toys       , WH-East   ,          3904,           136,         816,   2347.23,  9163585.92,             0
2024-06-01   , SKU-00189, Groceries  , WH-Central,          2675,           167,         385,   1647.26,  4406420.5 ,             0
2024-07-18   , SKU-00077, Beauty     , WH-East   ,          2457,           403,        1258,   2806.17,  6894759.69,             0
2024-10-19   , SKU-00250, Home       , WH-South  ,          2429,           401,        1302,   2259.21,  5487621.09,             0
2024-12-02   , SKU-00137, Sports     , WH-West   ,          2440,           144,         721,   1150.77,  2807878.8 ,             0
2024-11-01   , SKU-00022, Sports     , WH-North  ,          2334,           291,         760,   1891.03,  4413664.02,             0
2024-10-06   , SKU-00184, Clothing   , WH-Central,          2300,           464,         505,   1788.84,  4114332.0 ,             0
2024-10-13   , SKU-00143, Toys       , WH-East   ,           284,            90,         743,   1997.85,   567389.4 ,             0
2024-03-12   , SKU-00116, Clothing   , WH-South  ,          3820,           223,        1816,   2863.53, 10938684.6 ,             0
2024-10-23   , SKU-00110, Toys       , WH-North  ,          2265,           463,         957,    749.9 ,  1698523.5 ,             0
2024-11-17   , SKU-00096, Toys       , WH-South  ,          2244,           208,        1415,   1070.37,  2401910.28,             0
2024-10-27   , SKU-00026, Books      , WH-North  ,          2175,           324,         881,   2017.35,  4387736.25,             0
2024-08-04   , SKU-00178, Groceries  , WH-South  ,          3848,           454,         556,   2518.39,  9690764.72,             0
2024-09-30   , SKU-00102, Beauty     , WH-West   ,           875,           468,         871,   1819.11,  1591721.25,             0
2024-08-06   , SKU-00291, Groceries  , WH-South  ,          1131,           362,         193,   1293.96,  1463468.76,             0
2024-06-06   , SKU-00175, Beauty     , WH-West   ,          4693,           395,        1696,   1328.67,  6235448.31,             0
2024-11-27   , SKU-00226, Office     , WH-Central,          2203,           457,        1672,    954.05,  2101772.15,             0
2024-09-29   , SKU-00290, Clothing   , WH-North  ,          3881,           429,        1061,    819.21,  3179354.01,             0
2024-07-01   , SKU-00290, Clothing   , WH-West   ,          3056,           172,        1284,    819.21,  2503505.76,             0
2024-10-23   , SKU-00174, Sports     , WH-North  ,          1319,           324,         557,   2596.61,  3424928.59,             0
2024-07-09   , SKU-00257, Electronics, WH-North  ,          3941,           410,         518,    539.72,  2127036.52,             0
2024-01-23   , SKU-00016, Sports     , WH-Central,          4468,           124,        1640,    632.96,  2828065.28,             0
2024-11-15   , SKU-00219, Beauty     , WH-East   ,          4382,           171,        1605,   1272.81,  5577453.42,             0
2024-01-14   , SKU-00187, Toys       , WH-Central,          3735,           299,        1692,   1839.39,  6870121.65,             0
2024-12-04   , SKU-00022, Sports     , WH-East   ,           713,           248,         899,   1891.03,  1348304.39,             0
2024-08-10   , SKU-00030, Groceries  , WH-East   ,          4097,           263,         837,    525.08,  2151252.76,             0
2024-01-30   , SKU-00029, Office     , WH-Central,          4115,           225,         868,    267.37,  1100227.55,             0
2024-09-23   , SKU-00050, Electronics, WH-South  ,          1671,           293,         442,   2731.68,  4564637.28,             0
2024-03-01   , SKU-00188, Sports     , WH-West   ,          4107,           233,         306,   1372.17,  5635502.19,             0
2024-10-02   , SKU-00038, Sports     , WH-South  ,           701,           127,        1000,    307.25,   215382.25,             0
2024-02-04   , SKU-00267, Electronics, WH-East   ,          4888,           164,         589,    857.18,  4189895.84,             0
2024-10-06   , SKU-00087, Automotive , WH-Central,          3641,           290,         412,   1203.54,  4382089.14,             0
2024-12-30   , SKU-00238, Home       , WH-Central,          3393,           198,        1114,   2559.8 ,  8685401.4 ,             0
2024-01-01   , SKU-00185, Clothing   , WH-West   ,          3296,            74,         123,    111.26,   366712.96,             0
2024-04-08   , SKU-00255, Home       , WH-North  ,          1128,           247,         631,   2683.09,  3026525.52,             0
2024-11-18   , SKU-00227, Home       , WH-West   ,           335,           234,         445,    358.24,   120010.4 ,             0
2024-07-03   , SKU-00126, Toys       , WH-East   ,          2399,           161,         184,   2211.95,  5306468.05,             0
2024-12-02   , SKU-00265, Groceries  , WH-Central,           341,           408,         652,   1993.28,   679708.48,             1
2024-02-08   , SKU-00032, Books      , WH-West   ,          4010,           482,        1651,   2714.22, 10884022.2 ,             0
2024-05-27   , SKU-00062, Clothing   , WH-West   ,          3205,           343,         577,    405.29,  1298954.45,             0
2024-08-11   , SKU-00191, Groceries  , WH-West   ,          4150,            95,         421,   2093.34,  8687361.0 ,             0
2024-08-30   , SKU-00033, Groceries  , WH-Central,           984,           132,         252,   2496.72,  2456772.48,             0
2024-01-20   , SKU-00171, Groceries  , WH-North  ,           101,            61,        1145,   1091.95,   110286.95,             0
2024-04-13   , SKU-00132, Automotive , WH-West   ,           296,           390,         517,    366.01,   108338.96,             1
2024-11-18   , SKU-00102, Beauty     , WH-North  ,           885,           499,        1257,   1819.11,  1609912.35,             0
2024-04-01   , SKU-00209, Groceries  , WH-North  ,          3655,           197,        1278,   1170.76,  4279127.8 ,             0
2024-11-28   , SKU-00224, Electronics, WH-Central,          4727,           444,         854,   2858.37, 13511514.99,             0
2024-08-25   , SKU-00206, Electronics, WH-Central,          2166,            51,        1378,   2894.37,  6269205.42,             0
2024-04-29   , SKU-00204, Automotive , WH-East   ,           221,           415,        1869,   1091.99,   241329.79,             1
2024-03-21   , SKU-00211, Beauty     , WH-South  ,          4827,           144,        1563,    837.62,  4043191.74,             0
2024-05-09   , SKU-00225, Groceries  , WH-North  ,          2427,           435,        1046,   2102.06,  5101699.62,             0
2024-11-09   , SKU-00082, Beauty     , WH-South  ,           406,           289,         912,   2134.11,   866448.66,             0
2024-02-22   , SKU-00149, Home       , WH-South  ,          3191,           282,        1620,    314.48,  1003505.68,             0
2024-04-25   , SKU-00199, Automotive , WH-West   ,          4704,           338,         935,   1638.18,  7705998.72,             0
2024-12-24   , SKU-00058, Electronics, WH-South  ,          2678,           463,        1816,   2802.96,  7506326.88,             0
2024-02-16   , SKU-00258, Home       , WH-North  ,          3415,            77,        1715,   2160.25,  7377253.75,             0
2024-01-05   , SKU-00163, Clothing   , WH-South  ,           113,           381,        1377,   2165.19,   244666.47,             1
2024-01-22   , SKU-00174, Sports     , WH-West   ,          2657,           331,        1437,   2596.61,  6899192.77,             0
2024-10-01   , SKU-00015, Clothing   , WH-North  ,          4756,           481,         379,   1948.89,  9268920.84,             0
2024-06-29   , SKU-00101, Groceries  , WH-East   ,          4389,           296,         489,   1970.55,  8648743.95,             0
2024-10-16   , SKU-00068, Clothing   , WH-South  ,          3073,           218,         837,    716.81,  2202757.13,             0
2024-03-12   , SKU-00165, Electronics, WH-West   ,          4357,           227,         543,    530.56,  2311649.92,             0
2024-03-07   , SKU-00243, Sports     , WH-West   ,          2409,           224,        1698,    769.7 ,  1854207.3 ,             0
2024-06-05   , SKU-00022, Sports     , WH-East   ,            66,           336,        1784,   1891.03,   124807.98,             1
2024-12-18   , SKU-00177, Beauty     , WH-East   ,          1537,           323,         372,   1587.64,  2440202.68,             0
2024-11-04   , SKU-00231, Office     , WH-South  ,           491,           175,         867,   1374.99,   675120.09,             0
2024-08-06   , SKU-00158, Home       , WH-North  ,          1825,           291,        1365,    190.03,   346804.75,             0
2024-10-21   , SKU-00026, Books      , WH-West   ,          3062,           490,         807,   2017.35,  6177125.7 ,             0
2024-10-30   , SKU-00005, Books      , WH-South  ,           565,           370,        1451,   2503.34,  1414387.1 ,             0
2024-02-19   , SKU-00085, Home       , WH-West   ,          1115,           359,         931,   1061.08,  1183104.2 ,             0
2024-06-14   , SKU-00216, Clothing   , WH-West   ,          2184,           271,         427,   1266.04,  2765031.36,             0
2024-01-04   , SKU-00085, Home       , WH-East   ,          2285,           298,         438,   1061.08,  2424567.8 ,             0
2024-11-22   , SKU-00143, Toys       , WH-Central,          4595,           198,         520,   1997.85,  9180120.75,             0
2024-08-22   , SKU-00194, Clothing   , WH-East   ,          4219,           304,        1688,    215.32,   908435.08,             0
2024-09-27   , SKU-00231, Office     , WH-East   ,          1510,           463,         822,   1374.99,  2076234.9 ,             0
2024-09-25   , SKU-00261, Clothing   , WH-Central,           744,            70,        1813,   2289.1 ,  1703090.4 ,             0
2024-02-29   , SKU-00194, Clothing   , WH-West   ,          3391,           122,         740,    215.32,   730150.12,             0
2024-02-07   , SKU-00248, Groceries  , WH-North  ,          3160,            60,         898,   1600.3 ,  5056948.0 ,             0
2024-02-10   , SKU-00210, Toys       , WH-Central,          2322,            78,         606,   1769.43,  4108616.46,             0
2024-06-05   , SKU-00050, Electronics, WH-Central,           238,           181,         437,   2731.68,   650139.84,             0
2024-08-31   , SKU-00051, Office     , WH-West   ,          1018,           155,        1867,   2810.85,  2861445.3 ,             0
2024-09-23   , SKU-00285, Toys       , WH-North  ,          2157,           273,         738,   2599.41,  5606927.37,             0
2024-10-25   , SKU-00043, Automotive , WH-Central,          4383,           109,        1979,   2190.38,  9600435.54,             0
2024-05-01   , SKU-00278, Clothing   , WH-South  ,          3871,           344,         298,   1179.48,  4565767.08,             0
2024-11-02   , SKU-00098, Clothing   , WH-South  ,          2785,           391,         234,   2977.32,  8291836.2 ,             0
2024-07-15   , SKU-00227, Home       , WH-North  ,          4730,           235,         850,    358.24,  1694475.2 ,             0
2024-01-06   , SKU-00008, Clothing   , WH-Central,          4567,           149,         973,   1260.57,  5757023.19,             0
2024-03-21   , SKU-00238, Home       , WH-East   ,          1814,           232,        1105,   2559.8 ,  4643477.2 ,             0
2024-02-26   , SKU-00218, Groceries  , WH-East   ,          4504,           266,         350,   1013.47,  4564668.88,             0
2024-07-15   , SKU-00062, Clothing   , WH-South  ,          2821,           230,         197,    405.29,  1143323.09,             0
2024-08-12   , SKU-00220, Home       , WH-East   ,          3907,           127,        1651,    982.68,  3839330.76,             0
2024-06-22   , SKU-00263, Clothing   , WH-West   ,          2994,           291,         977,   2648.05,  7928261.7 ,             0
2024-04-26   , SKU-00247, Clothing   , WH-Central,          3529,           103,        1233,   2774.43,  9790963.47,             0
2024-06-17   , SKU-00289, Sports     , WH-South  ,          1333,           464,         460,   2202.6 ,  2936065.8 ,             0
2024-09-25   , SKU-00009, Toys       , WH-Central,          1088,           453,        1304,    912.25,   992528.0 ,             0
2024-10-19   , SKU-00263, Clothing   , WH-Central,          3257,           356,        1531,   2648.05,  8624698.85,             0
2024-01-19   , SKU-00282, Beauty     , WH-Central,          1340,            55,         204,   1954.96,  2619646.4 ,             0
2024-03-10   , SKU-00287, Home       , WH-Central,          2048,            56,         939,    631.88,  1294090.24,             0
2024-10-14   , SKU-00251, Sports     , WH-West   ,          3593,           288,        1371,   1785.66,  6415876.38,             0
2024-12-03   , SKU-00153, Electronics, WH-West   ,           587,           266,         284,   1256.28,   737436.36,             0
2024-04-13   , SKU-00055, Beauty     , WH-East   ,          2735,           245,        1372,   2678.99,  7327037.65,             0
2024-10-26   , SKU-00211, Beauty     , WH-Central,            31,           180,        1223,    837.62,    25966.22,             1
2024-01-28   , SKU-00222, Home       , WH-North  ,           875,           481,        1838,    293.75,   257031.25,             0
2024-04-14   , SKU-00144, Home       , WH-West   ,          4188,            62,         832,    137.05,   573965.4 ,             0
2024-01-18   , SKU-00231, Office     , WH-East   ,          2954,           382,         797,   1374.99,  4061720.46,             0
2024-07-28   , SKU-00134, Beauty     , WH-Central,           788,           220,        1856,    560.18,   441421.84,             0
2024-01-17   , SKU-00293, Clothing   , WH-Central,           543,           139,        1974,    281.46,   152832.78,             0
2024-10-20   , SKU-00292, Sports     , WH-Central,          2502,           144,         721,    124.11,   310523.22,             0
2024-11-26   , SKU-00186, Office     , WH-West   ,          3943,            97,         506,   2386.28,  9409102.04,             0
2024-10-28   , SKU-00114, Books      , WH-Central,          1094,           337,        1833,    418.43,   457762.42,             0
2024-11-14   , SKU-00074, Books      , WH-East   ,          1328,           154,        1345,   2916.99,  3873762.72,             0
2024-01-17   , SKU-00054, Toys       , WH-East   ,          3819,            64,        1032,   1005.5 ,  3840004.5 ,             0
2024-04-05   , SKU-00290, Clothing   , WH-East   ,          1380,           450,         402,    819.21,  1130509.8 ,             0
2024-06-09   , SKU-00004, Groceries  , WH-North  ,          2725,           478,        1230,   2414.5 ,  6579512.5 ,             0
2024-01-18   , SKU-00081, Toys       , WH-North  ,           790,           149,        1537,   1782.9 ,  1408491.0 ,             0
2024-07-02   , SKU-00291, Groceries  , WH-Central,          1589,           138,        1692,   1293.96,  2056102.44,             0
2024-11-23   , SKU-00136, Office     , WH-West   ,          3491,           299,         278,   1152.74,  4024215.34,             0
2024-07-02   , SKU-00231, Office     , WH-West   ,          4330,           415,        1117,   1374.99,  5953706.7 ,             0
2024-03-21   , SKU-00019, Office     , WH-South  ,          2869,           137,         155,    330.16,   947229.04,             0
2024-01-15   , SKU-00284, Beauty     , WH-Central,           140,           233,         559,   2188.02,   306322.8 ,             1
2024-12-09   , SKU-00155, Automotive , WH-North  ,           278,           321,         401,    943.15,   262195.7 ,             1
2024-03-20   , SKU-00194, Clothing   , WH-South  ,          1968,           159,        1850,    215.32,   423749.76,             0
2024-05-04   , SKU-00109, Clothing   , WH-East   ,           667,           462,         863,   2951.82,  1968863.94,             0
2024-01-27   , SKU-00140, Office     , WH-West   ,          2943,           436,         246,    977.04,  2875428.72,             0
2024-01-25   , SKU-00015, Clothing   , WH-West   ,          4971,           105,        1470,   1948.89,  9687932.19,             0
2024-12-29   , SKU-00138, Beauty     , WH-North  ,          3046,           352,        1365,   1116.02,  3399396.92,             0
2024-09-06   , SKU-00207, Beauty     , WH-East   ,          2552,           411,        1940,   1043.78,  2663726.56,             0
2024-08-20   , SKU-00010, Office     , WH-North  ,          4024,           427,        1389,    182.17,   733052.08,             0
2024-09-19   , SKU-00294, Beauty     , WH-Central,          2430,           362,         239,    122.78,   298355.4 ,             0
2024-11-18   , SKU-00271, Home       , WH-West   ,          3288,           137,        1058,   1037.38,  3410905.44,             0
2024-06-02   , SKU-00106, Clothing   , WH-Central,          2080,            84,         315,    531.2 ,  1104896.0 ,             0
2024-09-01   , SKU-00283, Sports     , WH-South  ,          4409,           379,        1680,   1898.21,  8369207.89,             0
2024-06-12   , SKU-00119, Office     , WH-North  ,           165,           192,        1463,    649.3 ,   107134.5 ,             1
2024-09-25   , SKU-00145, Automotive , WH-East   ,            38,           109,         687,   1787.27,    67916.26,             1
2024-03-16   , SKU-00100, Automotive , WH-South  ,          4852,            82,         477,   1265.55,  6140448.6 ,             0
2024-11-14   , SKU-00077, Beauty     , WH-North  ,          4377,           111,        1461,   2806.17, 12282606.09,             0
2024-08-05   , SKU-00136, Office     , WH-Central,          4816,           419,         936,   1152.74,  5551595.84,             0
2024-09-02   , SKU-00217, Sports     , WH-South  ,          2154,            75,         645,   2933.99,  6319814.46,             0
2024-10-09   , SKU-00069, Office     , WH-East   ,           857,           397,         499,    623.99,   534759.43,             0
2024-06-01   , SKU-00137, Sports     , WH-East   ,          2571,           341,        1446,   1150.77,  2958629.67,             0
2024-10-13   , SKU-00171, Groceries  , WH-Central,          1051,           464,        1060,   1091.95,  1147639.45,             0
2024-12-14   , SKU-00113, Automotive , WH-East   ,           563,           423,        1905,   1608.08,   905349.04,             0
2024-10-29   , SKU-00239, Office     , WH-South  ,          3215,           340,         591,   2929.08,  9416992.2 ,             0
2024-07-28   , SKU-00001, Office     , WH-Central,          2274,           348,         218,   1847.04,  4200168.96,             0
2024-11-29   , SKU-00038, Sports     , WH-Central,          2365,           161,        1220,    307.25,   726646.25,             0
2024-11-02   , SKU-00263, Clothing   , WH-Central,          1941,           193,        1292,   2648.05,  5139865.05,             0
2024-02-07   , SKU-00020, Office     , WH-North  ,          1147,           393,         666,   2319.23,  2660156.81,             0
2024-10-12   , SKU-00059, Clothing   , WH-West   ,          2784,            96,         296,   1249.94,  3479832.96,             0
2024-09-25   , SKU-00028, Electronics, WH-Central,          3218,           271,        1958,    343.48,  1105318.64,             0
2024-08-30   , SKU-00160, Automotive , WH-Central,          2010,           389,         594,   1710.14,  3437381.4 ,             0
2024-07-05   , SKU-00013, Home       , WH-North  ,          1916,           368,         648,   2256.9 ,  4324220.4 ,             0
2024-03-28   , SKU-00058, Electronics, WH-West   ,          1269,           182,        1753,   2802.96,  3556956.24,             0
2024-11-13   , SKU-00195, Books      , WH-Central,           229,            59,         681,   2673.97,   612339.13,             0
2024-06-10   , SKU-00057, Clothing   , WH-East   ,          4314,           414,        1407,    801.62,  3458188.68,             0
2024-09-08   , SKU-00232, Groceries  , WH-East   ,          3532,           259,        1977,    358.66,  1266787.12,             0
2024-07-30   , SKU-00133, Groceries  , WH-West   ,          1484,           142,        1044,    266.97,   396183.48,             0
2024-07-13   , SKU-00089, Office     , WH-South  ,          2322,           351,        1794,   1120.12,  2600918.64,             0
2024-12-14   , SKU-00034, Sports     , WH-Central,           978,           289,        1932,   2261.73,  2211971.94,             0
2024-05-17   , SKU-00169, Home       , WH-East   ,          1588,           415,         623,    123.7 ,   196435.6 ,             0
2024-02-28   , SKU-00052, Sports     , WH-Central,          4992,           228,         684,    666.12,  3325271.04,             0
2024-03-12   , SKU-00106, Clothing   , WH-South  ,          1522,           241,         388,    531.2 ,   808486.4 ,             0
2024-06-26   , SKU-00232, Groceries  , WH-South  ,          4288,           247,         152,    358.66,  1537934.08,             0
2024-08-25   , SKU-00242, Home       , WH-North  ,           863,           446,         938,   2227.41,  1922254.83,             0
2024-11-27   , SKU-00099, Automotive , WH-West   ,          3820,           388,         665,   1606.68,  6137517.6 ,             0
2024-05-30   , SKU-00139, Beauty     , WH-Central,          4422,           121,         245,    285.56,  1262746.32,             0
2024-02-22   , SKU-00200, Beauty     , WH-South  ,          4406,           229,        1313,   1387.53,  6113457.18,             0
2024-10-12   , SKU-00134, Beauty     , WH-Central,            60,           122,        1801,    560.18,    33610.8 ,             1
2024-09-23   , SKU-00132, Automotive , WH-East   ,          4854,           461,        1249,    366.01,  1776612.54,             0
2024-05-26   , SKU-00179, Books      , WH-Central,          2971,            55,        1755,   2580.13,  7665566.23,             0
2024-11-15   , SKU-00241, Toys       , WH-Central,          3299,           122,         985,   1889.94,  6234912.06,             0
2024-08-30   , SKU-00088, Automotive , WH-Central,          3628,            88,         983,    548.15,  1988688.2 ,             0
2024-11-22   , SKU-00201, Home       , WH-East   ,          4766,           310,        1319,   1590.23,  7579036.18,             0
2024-07-04   , SKU-00099, Automotive , WH-East   ,           598,           304,         855,   1606.68,   960794.64,             0
2024-09-03   , SKU-00102, Beauty     , WH-West   ,          4124,           305,         148,   1819.11,  7502009.64,             0
2024-01-19   , SKU-00216, Clothing   , WH-West   ,          1431,           101,        1468,   1266.04,  1811703.24,             0
2024-03-13   , SKU-00051, Office     , WH-North  ,          2064,            58,        1315,   2810.85,  5801594.4 ,             0
2024-03-16   , SKU-00046, Electronics, WH-West   ,          2237,           483,        1597,   2352.72,  5263034.64,             0
2024-01-31   , SKU-00258, Home       , WH-East   ,          1895,           125,        1844,   2160.25,  4093673.75,             0
2024-11-02   , SKU-00047, Groceries  , WH-West   ,          3188,           483,        1648,   2101.92,  6700920.96,             0
2024-08-09   , SKU-00089, Office     , WH-South  ,          3825,            80,        1583,   1120.12,  4284459.0 ,             0
2024-01-27   , SKU-00140, Office     , WH-North  ,           193,           190,        1126,    977.04,   188568.72,             0
2024-01-14   , SKU-00233, Toys       , WH-South  ,           603,           105,        1133,    120.42,    72613.26,             0
2024-03-18   , SKU-00119, Office     , WH-South  ,          4162,           471,        1371,    649.3 ,  2702386.6 ,             0
