sku_id,description,category,criticality,uom,unit_cost_usd,currency,shelf_life_days
B2B-5C185880,Grease Cartridge 189,Lubrication,B,EA,26.0,USD,180
B2B-5C23004B,Hex Bolt 80,Fastener,B,EA,7.0,USD,3650
B2B-5C5A758C,Lubrication Nipple 155,Lubrication,B,EA,23.0,USD,180
B2B-5CE18479,Torque Limiter 66,Coupling,C,EA,297.0,USD,2555
B2B-5DF47B5D,Threaded Rod 86,Fastener,C,EA,7.0,USD,3650
B2B-5EA92CE9,Air Filter Cartridge 117,Filter,C,EA,34.0,USD,365
B2B-5EB47646,Membrane Filter 134,Filter,C,EA,41.0,USD,365
B2B-5ED575A1,Coalescing Element 21,Filter,C,EA,37.0,USD,365
B2B-5EEF176B,Motor Starter 38,Electrical,B,EA,2093.0,USD,1825
B2B-5F93DB8B,Deep Groove Ball Bearing 25,Bearing,C,EA,140.0,USD,1825
B2B-5FEE409E,Flow Meter 87,Sensor,C,EA,622.0,USD,1825
B2B-6123EB6D,Temperature Probe 58,Sensor,B,EA,609.0,USD,1825
B2B-614FB6A0,Pillow Block Unit 163,Bearing,C,EA,118.0,USD,1825
B2B-61AF0245,Chain Lubricant 49,Lubrication,C,EA,24.0,USD,180
B2B-61EBD1BE,Conveyor Belt Section 10,Drive Belt,C,EA,49.0,USD,1095
B2B-6292ED51,Poly-V Belt 81,Drive Belt,C,EA,55.0,USD,1095
B2B-63DEB13D,Lip Seal 69,Seal & Gasket,C,EA,12.0,USD,730
B2B-63E1C5CE,Stud Assembly 12,Fastener,C,EA,3.0,USD,3650
B2B-6408C53C,Deep Groove Ball Bearing 128,Bearing,C,EA,124.0,USD,1825
B2B-6450579B,Pillow Block Unit 183,Bearing,C,EA,175.0,USD,1825
B2B-6459EB20,Breather Filter 95,Filter,B,EA,43.0,USD,365
B2B-64ABFD43,Chain Lubricant 47,Lubrication,C,EA,30.0,USD,180
B2B-64B0BE04,Tapered Roller Bearing 115,Bearing,B,EA,241.0,USD,1825
B2B-64F486B0,Tapered Roller Bearing 165,Bearing,C,EA,138.0,USD,1825
B2B-6514BBB7,Servo Drive 176,Electrical,C,EA,2223.0,USD,1825
B2B-6543364B,Shaft Collar Assembly 130,Coupling,B,EA,302.0,USD,2555
B2B-655B3944,CIP Gasket EPDM 166,Seal & Gasket,B,EA,19.0,USD,730
B2B-665157BD,Motor Starter 95,Electrical,C,EA,2203.0,USD,1825
B2B-667437F2,Toothed Belt 121,Drive Belt,B,EA,62.5,USD,1095
B2B-66AC9297,Lubrication Nipple 29,Lubrication,B,EA,30.0,USD,180
B2B-66E0279E,Hydraulic Filter Element 39,Filter,B,EA,34.0,USD,365
B2B-66F1A5FB,Spherical Roller Bearing 128,Bearing,C,EA,112.0,USD,1825
B2B-6714F776,Hydraulic Fluid 161,Lubrication,C,EA,23.0,USD,180
B2B-67B5178B,O-Ring NBR 76,Seal & Gasket,B,EA,20.0,USD,730
B2B-67C435EA,Photoelectric Sensor 88,Sensor,B,EA,758.0,USD,1825
B2B-6826C345,Threaded Rod 75,Fastener,B,EA,7.0,USD,3650
B2B-68342F29,Photoelectric Sensor 24,Sensor,C,EA,571.0,USD,1825
B2B-68C2828B,CIP Gasket EPDM 115,Seal & Gasket,A,EA,11.0,USD,730
B2B-68D00C2E,Retaining Ring 167,Fastener,C,EA,9.0,USD,3650
B2B-690956F0,Shaft Collar Assembly 117,Coupling,C,EA,488.0,USD,2555
B2B-696FB817,Retaining Ring 137,Fastener,C,EA,1.0,USD,3650
B2B-697489DE,Universal Joint 78,Coupling,C,EA,458.0,USD,2555
B2B-69BE22C9,O-Ring NBR 161,Seal & Gasket,B,EA,13.0,USD,730
B2B-69D0A639,Filter Candle 177,Filter,B,EA,33.0,USD,365
B2B-6A1C5FE0,Pillow Block Unit 48,Bearing,C,EA,226.0,USD,1825
B2B-6B2428F6,Proximity Sensor 102,Sensor,C,EA,793.0,USD,1825
B2B-6B34F25D,Contactor 141,Electrical,B,EA,2534.0,USD,1825
B2B-6D1657D3,Hydraulic Filter Element 12,Filter,C,EA,32.0,USD,365
B2B-6D560776,Membrane Filter 135,Filter,C,EA,36.0,USD,365
B2B-6E34BD05,Flexible Coupling 165,Coupling,B,EA,423.0,USD,2555
B2B-6E990172,Hydraulic Fluid 125,Lubrication,A,EA,28.0,USD,180
B2B-6EB0D5A5,Filter Candle 90,Filter,C,EA,36.0,USD,365
B2B-6F02ED2B,Level Sensor 25,Sensor,C,EA,1078.0,USD,1825
B2B-6F298F15,Breather Filter 164,Filter,C,EA,44.0,USD,365
B2B-6F97381C,Lip Seal 165,Seal & Gasket,C,EA,9.0,USD,730
B2B-6FC52F87,Angular Contact Bearing 73,Bearing,C,EA,210.0,USD,1825
B2B-704AE895,Cylindrical Roller Bearing 56,Bearing,C,EA,157.0,USD,1825
B2B-70B45E53,Shaft Seal 93,Seal & Gasket,B,EA,13.0,USD,730
B2B-70D2C0EA,Socket Head Screw 17,Fastener,C,EA,3.0,USD,3650
B2B-70FBB833,CIP Gasket EPDM 99,Seal & Gasket,C,EA,15.0,USD,730
B2B-7113764C,Socket Head Screw 68,Fastener,C,EA,4.0,USD,3650
B2B-71CFF1C0,Torque Limiter 50,Coupling,C,EA,356.0,USD,2555
B2B-722E0F62,CIP Gasket EPDM 137,Seal & Gasket,C,EA,17.0,USD,730
B2B-7251856A,CIP Gasket EPDM 40,Seal & Gasket,C,EA,17.0,USD,730
B2B-7252717A,Retaining Ring 46,Fastener,C,EA,5.0,USD,3650
B2B-72D05D17,Torque Limiter 30,Coupling,B,EA,301.0,USD,2555
B2B-73279405,Lubrication Nipple 103,Lubrication,C,EA,30.0,USD,180
B2B-732A3856,O-Ring NBR 165,Seal & Gasket,C,EA,9.0,USD,730
B2B-739D0BBF,Lubrication Nipple 128,Lubrication,C,EA,24.0,USD,180
B2B-73B94E91,Hex Bolt 73,Fastener,C,EA,3.0,USD,3650
B2B-73BAEB50,CIP Gasket EPDM 50,Seal & Gasket,C,EA,13.0,USD,730
B2B-73EEBDB3,Hydraulic Fluid 89,Lubrication,C,EA,26.0,USD,180
B2B-7405A3CF,Lock Washer Set 101,Fastener,C,EA,8.0,USD,3650
B2B-74274CF8,O-Ring NBR 38,Seal & Gasket,C,EA,17.0,USD,730
B2B-74594E52,Stud Assembly 49,Fastener,C,EA,2.5,USD,3650
B2B-74EF5B95,Flange Gasket 106,Seal & Gasket,C,EA,13.0,USD,730
B2B-7516F84B,Proximity Sensor 197,Sensor,C,EA,655.0,USD,1825
B2B-7521D3A0,Level Sensor 138,Sensor,B,EA,567.0,USD,1825
B2B-7554DD5B,Safety Relay 156,Electrical,C,EA,2361.0,USD,1825
B2B-76125E46,Flow Meter 107,Sensor,B,EA,650.0,USD,1825
B2B-76ACFCBD,Photoelectric Sensor 33,Sensor,C,EA,680.5,USD,1825
B2B-7714F117,Stud Assembly 192,Fastener,C,EA,7.0,USD,3650
B2B-7787D960,Pressure Transmitter 169,Sensor,C,EA,791.0,USD,1825
B2B-779BF89E,Air Filter Cartridge 96,Filter,C,EA,34.0,USD,365
B2B-77ACB959,Flexible Coupling 49,Coupling,B,EA,477.5,USD,2555
B2B-78149712,Coalescing Element 120,Filter,B,EA,46.5,USD,365
B2B-783BB58E,Breather Filter 89,Filter,C,EA,39.0,USD,365
B2B-7898BB76,Grease Cartridge 111,Lubrication,B,EA,23.0,USD,180
B2B-78A27D03,CIP Gasket EPDM 88,Seal & Gasket,B,EA,16.0,USD,730
B2B-78A4836A,Air Filter Cartridge 114,Filter,A,EA,42.0,USD,365
B2B-791A09AC,Frequency Inverter 182,Electrical,B,EA,8015.0,USD,1825
B2B-79711D45,CIP Gasket EPDM 36,Seal & Gasket,C,EA,21.0,USD,730
B2B-79AC7085,Hex Bolt 22,Fastener,C,EA,8.0,USD,3650
B2B-7A0B4541,Rotary Seal Kit 185,Seal & Gasket,C,EA,12.0,USD,730
B2B-7A8D9E84,Lock Washer Set 159,Fastener,C,EA,1.0,USD,3650
B2B-7AC535CE,Hydraulic Filter Element 125,Filter,B,EA,42.0,USD,365
B2B-7B3F9494,Lip Seal 106,Seal & Gasket,A,EA,10.0,USD,730
B2B-7BB8C827,V-Belt 112,Drive Belt,C,EA,74.0,USD,1095
B2B-7BE63F34,O-Ring NBR 196,Seal & Gasket,B,EA,13.0,USD,730
B2B-7C101052,Rotary Seal Kit 62,Seal & Gasket,B,EA,16.0,USD,730
B2B-7C369525,Pressure Transmitter 67,Sensor,C,EA,1003.5,USD,1825
B2B-7C691EE5,O-Ring NBR 82,Seal & Gasket,B,EA,16.0,USD,730
B2B-7CB662D2,Servo Drive 69,Electrical,C,EA,1356.0,USD,1825
B2B-7CCA405C,Shaft Seal 81,Seal & Gasket,A,EA,13.0,USD,730
B2B-7CFE1999,Angular Contact Bearing 70,Bearing,C,EA,94.0,USD,1825
B2B-7D5780F0,Universal Joint 88,Coupling,A,EA,317.0,USD,2555
B2B-7DB034E8,Torque Limiter 91,Coupling,B,EA,355.0,USD,2555
B2B-7DB9D1E8,Lock Washer Set 182,Fastener,C,EA,3.0,USD,3650
B2B-7E21582F,Food Grade Grease 17,Lubrication,C,EA,31.0,USD,180
B2B-7E3EF9BE,Spherical Roller Bearing 22,Bearing,C,EA,138.0,USD,1825
B2B-7E4BE9DC,Poly-V Belt 111,Drive Belt,C,EA,88.5,USD,1095
B2B-7EA5DECD,Motor Starter 32,Electrical,C,EA,1426.0,USD,1825
B2B-7F9A7480,Servo Drive 35,Electrical,B,EA,1399.0,USD,1825
B2B-7FA8F656,Level Sensor 23,Sensor,B,EA,790.0,USD,1825
B2B-7FFC8B03,Temperature Probe 133,Sensor,C,EA,921.0,USD,1825
B2B-802FABD0,O-Ring NBR 148,Seal & Gasket,C,EA,10.0,USD,730
B2B-804C7BFC,O-Ring NBR 143,Seal & Gasket,B,EA,11.0,USD,730
B2B-805FCA77,Socket Head Screw 153,Fastener,B,EA,1.0,USD,3650
B2B-8073FA58,Food Grade Grease 116,Lubrication,A,EA,30.0,USD,180
B2B-80D031E9,Universal Joint 153,Coupling,C,EA,310.5,USD,2555
B2B-80FB35A1,Lip Seal 117,Seal & Gasket,C,EA,13.0,USD,730
B2B-814215F7,Gear Oil 118,Lubrication,C,EA,29.5,USD,180
B2B-8157A0F2,Universal Joint 79,Coupling,B,EA,414.0,USD,2555
B2B-8172FE1B,Poly-V Belt 83,Drive Belt,C,EA,85.0,USD,1095
B2B-81959962,PLC Input Module 67,Electrical,B,EA,2153.0,USD,1825
B2B-81AB4580,Pillow Block Unit 78,Bearing,C,EA,246.0,USD,1825
B2B-81CA7D9A,Gear Oil 40,Lubrication,B,EA,24.0,USD,180
B2B-81FECBF3,Air Filter Cartridge 155,Filter,C,EA,46.0,USD,365
B2B-8271E4B3,Membrane Filter 172,Filter,C,EA,43.0,USD,365
B2B-828BE792,Breather Filter 191,Filter,C,EA,42.0,USD,365
B2B-82B79814,Air Filter Cartridge 50,Filter,B,EA,43.0,USD,365
B2B-82C8BBF5,Spherical Roller Bearing 84,Bearing,B,EA,160.5,USD,1825
B2B-82D82BAE,Food Grade Grease 131,Lubrication,C,EA,25.0,USD,180
B2B-833FDFF7,Pressure Transmitter 61,Sensor,C,EA,918.0,USD,1825
B2B-834ABA6D,Shaft Seal 170,Seal & Gasket,C,EA,9.0,USD,730
B2B-83725482,Flange Gasket 131,Seal & Gasket,C,EA,16.0,USD,730
B2B-841B80EA,Lubrication Nipple 153,Lubrication,C,EA,24.0,USD,180
B2B-85561238,Gear Oil 127,Lubrication,C,EA,23.0,USD,180
B2B-85F570C1,Chain Lubricant 111,Lubrication,C,EA,31.0,USD,180
B2B-862D1AA3,Pillow Block Unit 15,Bearing,C,EA,135.0,USD,1825
B2B-86D3ED95,Poly-V Belt 170,Drive Belt,C,EA,58.0,USD,1095
B2B-87412EC5,Flange Gasket 78,Seal & Gasket,A,EA,12.0,USD,730
B2B-87654C3C,Universal Joint 133,Coupling,C,EA,445.0,USD,2555
B2B-87A72B6B,PLC Input Module 85,Electrical,C,EA,7243.0,USD,1825
B2B-87B3B23C,Grease Cartridge 60,Lubrication,C,EA,23.0,USD,180
B2B-87C278EB,Motor Starter 191,Electrical,C,EA,3292.0,USD,1825
B2B-87DCDC20,Gear Oil 164,Lubrication,B,EA,26.5,USD,180
B2B-87E2F577,Pillow Block Unit 144,Bearing,B,EA,206.0,USD,1825
B2B-88361C05,Cylindrical Roller Bearing 158,Bearing,C,EA,172.0,USD,1825
B2B-88AA85A6,Coalescing Element 10,Filter,C,EA,38.0,USD,365
B2B-8959BF92,Toothed Belt 156,Drive Belt,C,EA,93.0,USD,1095
B2B-895CDD3B,Toothed Belt 42,Drive Belt,C,EA,79.0,USD,1095
B2B-8960F46F,Lubrication Nipple 137,Lubrication,C,EA,26.0,USD,180
B2B-8973D677,Cylindrical Roller Bearing 192,Bearing,B,EA,95.0,USD,1825
B2B-89C24DC0,Stud Assembly 100,Fastener,C,EA,4.0,USD,3650
B2B-89C7E11A,Membrane Filter 129,Filter,C,EA,43.0,USD,365
B2B-89EF3F00,CIP Gasket EPDM 144,Seal & Gasket,B,EA,9.0,USD,730
B2B-8A439FA6,Food Grade Grease 18,Lubrication,C,EA,28.0,USD,180
B2B-8B371C75,Hex Bolt 83,Fastener,C,EA,5.5,USD,3650
B2B-8B4F596C,O-Ring NBR 141,Seal & Gasket,B,EA,13.0,USD,730
B2B-8B58DBDB,Jaw Coupling 34,Coupling,C,EA,435.5,USD,2555
B2B-8BC3B903,Socket Head Screw 180,Fastener,C,EA,8.0,USD,3650
B2B-8BDE020A,Toothed Belt 66,Drive Belt,B,EA,65.0,USD,1095
B2B-8BF0CB4A,Hex Bolt 141,Fastener,B,EA,8.0,USD,3650
B2B-8C6D5AB6,Hex Bolt 90,Fastener,B,EA,7.0,USD,3650
B2B-8CF33394,O-Ring NBR 194,Seal & Gasket,C,EA,14.0,USD,730
B2B-8D0B7EFA,Gear Oil 199,Lubrication,B,EA,29.0,USD,180
B2B-8D6D7F2D,Pillow Block Unit 191,Bearing,B,EA,150.0,USD,1825
B2B-8DA224E4,Socket Head Screw 22,Fastener,A,EA,6.0,USD,3650
B2B-8DA33E5C,Lip Seal 101,Seal & Gasket,B,EA,11.0,USD,730
B2B-8DB72BFB,Grease Cartridge 108,Lubrication,A,EA,25.0,USD,180
B2B-8E5AC190,Flat Belt 17,Drive Belt,B,EA,56.0,USD,1095
B2B-8E6F92D9,Shaft Collar Assembly 67,Coupling,C,EA,315.0,USD,2555
B2B-8E76C835,Food Grade Grease 64,Lubrication,C,EA,31.0,USD,180
B2B-8E85F23F,Flat Belt 11,Drive Belt,C,EA,50.0,USD,1095
B2B-8E93A9CA,Level Sensor 72,Sensor,B,EA,971.5,USD,1825
B2B-8EB62FAC,Lock Washer Set 100,Fastener,C,EA,1.0,USD,3650
B2B-8ED1602C,Chain Lubricant 107,Lubrication,C,EA,25.0,USD,180
B2B-8F05359E,Membrane Filter 189,Filter,A,EA,33.0,USD,365
B2B-8F3E0EA0,Motor Starter 94,Electrical,C,EA,8858.0,USD,1825
B2B-90CE8664,Grease Cartridge 67,Lubrication,C,EA,26.0,USD,180
B2B-9103B9D5,Pillow Block Unit 195,Bearing,C,EA,173.0,USD,1825
B2B-91AC3D69,Safety Relay 141,Electrical,B,EA,2403.0,USD,1825
B2B-922EB261,Membrane Filter 73,Filter,C,EA,40.5,USD,365
B2B-92733B13,Coalescing Element 150,Filter,C,EA,46.0,USD,365
B2B-9292370D,O-Ring NBR 99,Seal & Gasket,A,EA,18.0,USD,730
B2B-92CC7D69,CIP Gasket EPDM 112,Seal & Gasket,C,EA,18.0,USD,730
B2B-951C22C0,Lock Washer Set 147,Fastener,C,EA,1.0,USD,3650
B2B-95936535,Shaft Seal 23,Seal & Gasket,C,EA,14.0,USD,730
B2B-95D5901C,Flat Belt 20,Drive Belt,C,EA,68.0,USD,1095
B2B-960A978D,Flow Meter 101,Sensor,B,EA,843.0,USD,1825
B2B-96178491,Timing Belt 18,Drive Belt,C,EA,82.5,USD,1095
B2B-961F83AB,Socket Head Screw 162,Fastener,C,EA,8.0,USD,3650
B2B-962D4A6C,Gear Coupling 127,Coupling,C,EA,534.0,USD,2555
B2B-963632D1,Poly-V Belt 179,Drive Belt,C,EA,91.0,USD,1095
B2B-9653841B,Shaft Seal 58,Seal & Gasket,B,EA,13.0,USD,730
B2B-96B0DCC8,O-Ring NBR 72,Seal & Gasket,C,EA,15.5,USD,730
B2B-96FF49FA,Shaft Collar Assembly 98,Coupling,A,EA,415.0,USD,2555
B2B-9712C4BB,Rotary Seal Kit 44,Seal & Gasket,B,EA,9.0,USD,730
B2B-9726172B,Poly-V Belt 65,Drive Belt,B,EA,62.0,USD,1095
B2B-976157CB,Conveyor Belt Section 147,Drive Belt,C,EA,56.5,USD,1095
B2B-97A53BAA,Coalescing Element 170,Filter,A,EA,36.0,USD,365
B2B-97B58B19,Proximity Sensor 27,Sensor,C,EA,563.0,USD,1825
B2B-97F20CEB,Food Grade Grease 143,Lubrication,A,EA,30.0,USD,180
B2B-98525FFC,Timing Belt 78,Drive Belt,A,EA,76.0,USD,1095
B2B-991396CB,Air Filter Cartridge 142,Filter,A,EA,41.0,USD,365
B2B-99261BEA,Poly-V Belt 11,Drive Belt,C,EA,93.0,USD,1095
B2B-9963EA1D,Deep Groove Ball Bearing 151,Bearing,C,EA,125.5,USD,1825
B2B-99830607,Pressure Transmitter 194,Sensor,C,EA,572.0,USD,1825
B2B-9A08B6C0,Filter Candle 19,Filter,A,EA,40.0,USD,365
B2B-9A0F3D8D,Flange Gasket 92,Seal & Gasket,C,EA,10.0,USD,730
B2B-9A6CC1FC,Retaining Ring 14,Fastener,A,EA,3.0,USD,3650
B2B-9AC055C3,Shaft Seal 108,Seal & Gasket,B,EA,20.0,USD,730
B2B-9B9337C3,Retaining Ring 112,Fastener,C,EA,3.0,USD,3650
B2B-9C1DB346,Photoelectric Sensor 156,Sensor,B,EA,753.0,USD,1825
B2B-9C29DA60,Deep Groove Ball Bearing 142,Bearing,B,EA,166.0,USD,1825
B2B-9CA2E5E7,Frequency Inverter 36,Electrical,C,EA,1203.0,USD,1825
B2B-9DA4CF38,Universal Joint 111,Coupling,C,EA,330.5,USD,2555
B2B-9DAE58CC,Frequency Inverter 24,Electrical,C,EA,4346.0,USD,1825
B2B-9DEC2B19,Proximity Sensor 123,Sensor,C,EA,735.0,USD,1825
B2B-9DF022FB,Threaded Rod 168,Fastener,C,EA,1.0,USD,3650
B2B-9E09F572,Socket Head Screw 161,Fastener,C,EA,3.0,USD,3650
B2B-9E1A325C,Breather Filter 135,Filter,A,EA,44.0,USD,365
B2B-9E5D3DD5,Lubrication Nipple 142,Lubrication,C,EA,24.0,USD,180
B2B-A02652A2,Breather Filter 152,Filter,C,EA,39.0,USD,365
B2B-A0AD4AE0,Stud Assembly 189,Fastener,B,EA,1.0,USD,3650
B2B-A1164735,Shaft Collar Assembly 74,Coupling,A,EA,290.0,USD,2555
B2B-A1771D60,Lock Washer Set 194,Fastener,C,EA,3.0,USD,3650
B2B-A183F90A,Temperature Probe 27,Sensor,C,EA,583.0,USD,1825
B2B-A1891E35,Pillow Block Unit 151,Bearing,A,EA,248.0,USD,1825
B2B-A19E6FE4,CIP Gasket EPDM 126,Seal & Gasket,C,EA,10.0,USD,730
B2B-A1BD2B47,O-Ring NBR 153,Seal & Gasket,B,EA,14.0,USD,730
B2B-A1F519CF,Flat Belt 138,Drive Belt,C,EA,79.0,USD,1095
B2B-A2369CBF,Universal Joint 95,Coupling,B,EA,398.0,USD,2555
B2B-A242DD80,Gear Oil 55,Lubrication,C,EA,24.0,USD,180
B2B-A2E66521,Temperature Probe 53,Sensor,C,EA,799.0,USD,1825
B2B-A40B0146,Poly-V Belt 145,Drive Belt,C,EA,93.0,USD,1095
B2B-A4409334,Flange Gasket 74,Seal & Gasket,B,EA,14.0,USD,730
B2B-A47647F7,Cylindrical Roller Bearing 130,Bearing,C,EA,124.0,USD,1825
B2B-A4A247AE,Socket Head Screw 26,Fastener,C,EA,7.0,USD,3650
B2B-A4F0282D,Lock Washer Set 23,Fastener,C,EA,3.0,USD,3650
B2B-A4F6EB56,Frequency Inverter 65,Electrical,C,EA,1904.0,USD,1825
B2B-A510C45D,Socket Head Screw 25,Fastener,B,EA,3.0,USD,3650
B2B-A5A72869,V-Belt 129,Drive Belt,C,EA,63.0,USD,1095
B2B-A60492A0,Cylindrical Roller Bearing 94,Bearing,C,EA,109.0,USD,1825
B2B-A65E4379,Gear Oil 128,Lubrication,A,EA,31.0,USD,180
B2B-A6D4F45E,O-Ring NBR 174,Seal & Gasket,C,EA,15.0,USD,730
B2B-A73D7FEB,Lock Washer Set 197,Fastener,C,EA,7.0,USD,3650
B2B-A76731E7,CIP Gasket EPDM 71,Seal & Gasket,C,EA,14.0,USD,730
B2B-A792FC97,Tapered Roller Bearing 132,Bearing,B,EA,239.0,USD,1825
B2B-A86A108A,Flow Meter 66,Sensor,A,EA,686.5,USD,1825
B2B-A88F4AE3,Grease Cartridge 187,Lubrication,C,EA,24.0,USD,180
B2B-A940BFC2,Membrane Filter 54,Filter,C,EA,42.5,USD,365
B2B-A95ACA52,Torque Limiter 170,Coupling,A,EA,351.0,USD,2555
B2B-A9850200,Filter Candle 64,Filter,C,EA,44.0,USD,365
B2B-A9869AA6,Shaft Seal 107,Seal & Gasket,C,EA,14.0,USD,730
B2B-A9B16443,Flexible Coupling 56,Coupling,B,EA,348.0,USD,2555
B2B-A9BF0745,Rotary Seal Kit 143,Seal & Gasket,C,EA,21.0,USD,730
B2B-AA15E288,Membrane Filter 73,Filter,C,EA,48.0,USD,365
B2B-AAD559DC,Gear Coupling 48,Coupling,B,EA,319.0,USD,2555
B2B-AAE7B3D1,Timing Belt 78,Drive Belt,C,EA,70.0,USD,1095
B2B-AAF5BC23,Lip Seal 98,Seal & Gasket,C,EA,15.0,USD,730
B2B-AB56497D,Spherical Roller Bearing 87,Bearing,A,EA,128.0,USD,1825
B2B-AB5D6CA9,Air Filter Cartridge 158,Filter,C,EA,39.0,USD,365
B2B-ABB86FF0,Grease Cartridge 188,Lubrication,A,EA,25.0,USD,180
B2B-ABDA24EE,Filter Candle 173,Filter,C,EA,45.0,USD,365
B2B-ABDC8E36,Threaded Rod 102,Fastener,C,EA,8.0,USD,3650
B2B-ABEF5E06,Flow Meter 39,Sensor,A,EA,723.0,USD,1825
B2B-ABF579B9,Cylindrical Roller Bearing 181,Bearing,B,EA,213.0,USD,1825
B2B-AC142B57,Flexible Coupling 122,Coupling,C,EA,545.0,USD,2555
B2B-AC6FEB99,Timing Belt 65,Drive Belt,C,EA,83.0,USD,1095
B2B-AC70977E,Hydraulic Filter Element 109,Filter,C,EA,46.5,USD,365
B2B-AC7C7634,O-Ring NBR 188,Seal & Gasket,C,EA,13.0,USD,730
B2B-AC8F35F5,Coalescing Element 121,Filter,B,EA,42.0,USD,365
B2B-ACBF1C58,Grease Cartridge 42,Lubrication,B,EA,27.0,USD,180
B2B-ACBFA2C2,Pressure Transmitter 28,Sensor,B,EA,1000.0,USD,1825
B2B-ACD1E4B9,Lip Seal 180,Seal & Gasket,A,EA,15.5,USD,730
B2B-ACE68569,Motor Starter 199,Electrical,B,EA,1627.0,USD,1825
B2B-AD3770F4,Torque Limiter 133,Coupling,C,EA,417.0,USD,2555
B2B-AD71AC61,Lip Seal 172,Seal & Gasket,C,EA,21.0,USD,730
B2B-AD8855CC,Jaw Coupling 158,Coupling,C,EA,392.0,USD,2555
B2B-AD98FB42,Pressure Transmitter 77,Sensor,C,EA,577.0,USD,1825
B2B-AFECF04A,Jaw Coupling 101,Coupling,C,EA,283.0,USD,2555
B2B-B0046165,Stud Assembly 66,Fastener,C,EA,1.0,USD,3650
B2B-B039C852,Shaft Collar Assembly 115,Coupling,B,EA,294.0,USD,2555
B2B-B07C6095,Gear Coupling 117,Coupling,B,EA,474.0,USD,2555
B2B-B0A987E3,Conveyor Belt Section 73,Drive Belt,B,EA,66.0,USD,1095
B2B-B0E9F7D1,Flat Belt 93,Drive Belt,C,EA,70.5,USD,1095
B2B-B0F094FD,Angular Contact Bearing 18,Bearing,B,EA,210.0,USD,1825
B2B-B10F93E6,Deep Groove Ball Bearing 93,Bearing,C,EA,226.0,USD,1825
B2B-B170F154,Timing Belt 142,Drive Belt,B,EA,71.0,USD,1095
B2B-B24C0FA4,Frequency Inverter 121,Electrical,C,EA,1212.0,USD,1825
B2B-B250AAB6,Spherical Roller Bearing 100,Bearing,B,EA,152.0,USD,1825
B2B-B28C5926,Hydraulic Fluid 162,Lubrication,C,EA,31.0,USD,180
B2B-B2B7BE84,Rotary Seal Kit 23,Seal & Gasket,B,EA,12.0,USD,730
B2B-B3080695,Food Grade Grease 48,Lubrication,A,EA,23.0,USD,180
B2B-B30B88C0,Flange Gasket 145,Seal & Gasket,A,EA,21.0,USD,730
B2B-B39FF544,Motor Starter 39,Electrical,C,EA,1480.0,USD,1825
B2B-B3A1F4C6,O-Ring NBR 33,Seal & Gasket,B,EA,21.0,USD,730
B2B-B3AAE996,Toothed Belt 119,Drive Belt,B,EA,62.0,USD,1095
B2B-B3ACA40F,Toothed Belt 70,Drive Belt,B,EA,77.5,USD,1095
B2B-B3CD0660,Shaft Seal 20,Seal & Gasket,C,EA,14.0,USD,730
B2B-B3E8CB0F,Breather Filter 164,Filter,C,EA,37.5,USD,365
B2B-B49EB3C0,Universal Joint 72,Coupling,B,EA,336.0,USD,2555
B2B-B50C40DA,CIP Gasket EPDM 123,Seal & Gasket,C,EA,9.0,USD,730
B2B-B5156317,Rotary Seal Kit 85,Seal & Gasket,C,EA,17.0,USD,730
B2B-B5718B84,Membrane Filter 49,Filter,C,EA,42.0,USD,365
B2B-B587ABA9,Food Grade Grease 160,Lubrication,C,EA,29.0,USD,180
B2B-B63FEB06,Timing Belt 105,Drive Belt,C,EA,71.0,USD,1095
B2B-B6B319F8,Shaft Seal 181,Seal & Gasket,B,EA,21.0,USD,730
B2B-B6D9D1C3,Temperature Probe 141,Sensor,B,EA,813.0,USD,1825
B2B-B738B2E0,Lock Washer Set 124,Fastener,C,EA,6.0,USD,3650
B2B-B7987DAC,Pillow Block Unit 109,Bearing,C,EA,235.5,USD,1825
B2B-B7AB7618,Rotary Seal Kit 106,Seal & Gasket,B,EA,19.0,USD,730
B2B-B82A13D9,Servo Drive 162,Electrical,C,EA,5774.0,USD,1825
B2B-B848358A,Poly-V Belt 61,Drive Belt,C,EA,54.0,USD,1095
B2B-B8F5DE4E,Poly-V Belt 28,Drive Belt,C,EA,82.0,USD,1095
B2B-B92EA564,Servo Drive 50,Electrical,B,EA,1418.5,USD,1825
B2B-B9FB4AD0,Toothed Belt 96,Drive Belt,B,EA,93.0,USD,1095
B2B-BA01F8C1,Socket Head Screw 111,Fastener,A,EA,6.0,USD,3650
B2B-BA5B29E9,V-Belt 45,Drive Belt,C,EA,55.0,USD,1095
B2B-BA66F70D,Jaw Coupling 141,Coupling,C,EA,481.5,USD,2555
B2B-BB407E80,Threaded Rod 65,Fastener,C,EA,1.0,USD,3650
B2B-BB48D113,Shaft Collar Assembly 17,Coupling,C,EA,507.0,USD,2555
B2B-BBAD61DA,Motor Starter 199,Electrical,C,EA,1238.0,USD,1825
B2B-BBCE2C7F,Angular Contact Bearing 47,Bearing,C,EA,170.0,USD,1825
B2B-BC0261A0,Rotary Seal Kit 51,Seal & Gasket,A,EA,13.0,USD,730
B2B-BC1381D6,Deep Groove Ball Bearing 53,Bearing,C,EA,135.0,USD,1825
B2B-BCACDBC5,Flexible Coupling 150,Coupling,C,EA,508.5,USD,2555
