sku_id,city_id,description,criticality,on_hand_qty,inventory_min,inventory_max,demand_monthly,forecast_source,shelf_life_days,order_cost_usd,holding_cost_usd,eoq_units,target_qty,max_allowed_qty,coverage_months,decision,recommended_qty,supplier_id,supplier_name,unit_price_usd,freight_cost_usd,lead_time_days,total_cost_usd,alternatives_evaluated,confidence,stockout_cost_usd,net_benefit_usd,needs_review,reason
B2B-43339D86,NAVA,Timing Belt 38,C,6,4,18,3.08,modelo+estadistico,1095,47.33,19.75,14,18,12,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.49,37.0,37.0,1,Stock is above the operating minimum: no replenishment needed
B2B-433F8CF6,NAVA,Breather Filter 157,B,4,4,11,1.29,modelo+estadistico,365,47.33,9.5,7,11,7,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.88,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-433F8CF6,OBRE,Breather Filter 157,B,6,4,18,2.39,modelo+estadistico,365,72.83,9.5,14,18,12,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.59,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-436C48C9,OBRE,Pillow Block Unit 194,B,2,2,7,0.99,modelo+estadistico,1825,72.83,34.5,5,7,5,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.49,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-43C93C0C,NAVA,Deep Groove Ball Bearing 138,A,6,11,20,2.16,modelo+estadistico,1825,43.5,29.75,9,20,14,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.51,0.0,0.0,0,Replenishing costs more than the stockout it prevents. Replenishing costs 1787.96 USD and the stockout it prevents is valued at 0.00 USD on a criticality A part
B2B-43C93C0C,OBRE,Deep Groove Ball Bearing 138,A,9,9,17,1.59,modelo+estadistico,1825,40.5,29.75,8,17,8,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.44,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-44181DD5,NAVA,Hydraulic Fluid 196,B,5,9,27,3.04,modelo+estadistico,180,47.33,5.75,18,27,9,3.0,COMPRAR,9,SUP-LOC-01,Suministros Coahuila,24.38,22.0,6.0,241.42,3,0.71,2641.91,2400.49,0,"5 units left against a minimum of 9. With a forecast demand of 3.0 per month, the economic order quantity of 18 units brings stock up to 27, about 3.0 months of consumption. Suministros Coahuila was chosen on lowest total cost among 3 offers that serve NAVA"
B2B-44181DD5,OBRE,Hydraulic Fluid 196,B,31,9,34,4.19,modelo+estadistico,180,72.83,5.75,25,34,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.71,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-441FD0A5,NAVA,Poly-V Belt 49,B,1,1,6,0.84,modelo+estadistico,1095,43.5,18.5,5,6,5,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,1973.78,1973.78,0,Stock is above the operating minimum: no replenishment needed
B2B-441FD0A5,OBRE,Poly-V Belt 49,B,4,4,13,1.66,modelo+estadistico,1095,40.5,18.5,9,13,9,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.41,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-44FEED02,OBRE,Proximity Sensor 178,B,0,1,3,0.47,modelo+estadistico,1825,98.75,140.25,2,3,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.27,1499.99,1499.99,1,Replenishing costs more than the stockout it prevents. Replenishing costs 1944.96 USD and the stockout it prevents is valued at 1499.99 USD on a criticality B part
B2B-45042E33,NAVA,Shaft Seal 57,C,9,13,61,8.02,modelo+estadistico,730,47.33,2.75,48,61,52,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.48,249.78,249.78,1,Replenishing costs more than the stockout it prevents. Replenishing costs 628.32 USD and the stockout it prevents is valued at 249.78 USD on a criticality C part
B2B-452A3DF7,NAVA,Timing Belt 75,C,2,1,4,0.6,modelo+estadistico,1095,43.5,20.125,3,4,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.45,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-452A3DF7,OBRE,Timing Belt 75,C,2,2,11,1.52,modelo+estadistico,1095,40.5,20.125,9,11,9,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.85,161.65,161.65,0,Stock is above the operating minimum: no replenishment needed
B2B-45558E95,NAVA,Filter Candle 103,B,3,2,11,1.5,modelo+estadistico,365,47.33,10.75,9,11,8,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.53,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-45558E95,OBRE,Filter Candle 103,B,37,4,23,3.23,modelo+estadistico,365,72.83,10.75,19,23,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.59,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4556DA95,NAVA,Conveyor Belt Section 47,B,16,5,19,2.47,modelo+estadistico,1095,43.5,12.625,14,19,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.47,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-4556DA95,OBRE,Conveyor Belt Section 47,B,3,5,16,1.94,modelo+estadistico,1095,40.5,12.625,11,16,13,6.7,COMPRAR,13,SUP-LOC-02,Servicios Yaqui,53.53,26.0,7.0,721.89,2,0.59,2341.06,1619.17,0,"3 units left against a minimum of 5. With a forecast demand of 1.9 per month, the economic order quantity of 11 units brings stock up to 16, about 6.7 months of consumption. Servicios Yaqui was chosen on lowest total cost among 2 offers that serve OBRE"
B2B-455B3B76,NAVA,Toothed Belt 108,C,6,2,12,1.76,modelo+estadistico,1095,43.5,17.5,10,12,6,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.45,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-45B8A6F6,NAVA,Air Filter Cartridge 190,C,1,1,5,0.74,modelo+estadistico,365,47.33,9.5,4,5,4,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,95.31,95.31,0,Stock is above the operating minimum: no replenishment needed
B2B-45B8A6F6,OBRE,Air Filter Cartridge 190,C,2,2,11,1.62,modelo+estadistico,365,72.83,9.5,9,11,9,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.65,177.64,177.64,0,Stock is above the operating minimum: no replenishment needed
B2B-45BB978B,OBRE,Servo Drive 174,B,1,1,3,0.41,modelo+estadistico,1825,84.17,304.5,2,3,2,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.58,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-46502E03,OBRE,Spherical Roller Bearing 18,A,4,5,11,1.1,modelo+estadistico,1825,84.17,62.5,6,11,7,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.32,0.0,0.0,1,Replenishing costs more than the stockout it prevents. Replenishing costs 1910.00 USD and the stockout it prevents is valued at 0.00 USD on a criticality A part
B2B-4723F389,NAVA,Toothed Belt 146,C,1,2,11,1.51,modelo+estadistico,1095,47.33,13.0,9,11,10,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.77,194.77,194.77,0,Replenishing costs more than the stockout it prevents. Replenishing costs 573.20 USD and the stockout it prevents is valued at 194.77 USD on a criticality C part
B2B-47363D01,OBRE,Motor Starter 173,B,3,1,3,0.57,modelo+estadistico,1825,98.75,369.0,2,3,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.67,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-47559277,NAVA,Stud Assembly 73,C,31,6,39,5.52,modelo+estadistico,3650,43.5,2.25,33,39,8,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.45,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-47A6976D,NAVA,Lip Seal 174,C,2,3,19,2.75,modelo+estadistico,730,43.5,4.0,16,19,17,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.73,234.02,234.02,0,Replenishing costs more than the stockout it prevents. Replenishing costs 310.32 USD and the stockout it prevents is valued at 234.02 USD on a criticality C part
B2B-4830685F,NAVA,Cylindrical Roller Bearing 70,C,4,3,13,2.21,modelo+estadistico,1825,43.5,24.75,10,13,9,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.49,85.72,85.72,1,Stock is above the operating minimum: no replenishment needed
B2B-4892A1C9,NAVA,Threaded Rod 166,C,6,11,57,7.68,modelo+estadistico,3650,47.33,0.5,46,57,51,13.0,REVISAR,100,SUP-LOC-01,Suministros Coahuila,2.12,22.0,6.0,234.0,3,0.8,249.88,15.88,1,The minimum order quantity at Suministros Coahuila is 100 units and the allowed maximum is 51. Buying the minimum costs 234.00 USD and leaves 13.0 months of stock: the buyer has to decide
B2B-4892A1C9,OBRE,Threaded Rod 166,C,3,10,46,6.03,modelo+estadistico,3650,72.83,0.5,36,46,43,16.6,REVISAR,100,SUP-LOC-02,Servicios Yaqui,2.12,26.0,7.0,238.0,3,0.51,249.4,11.4,1,The minimum order quantity at Servicios Yaqui is 100 units and the allowed maximum is 43. Buying the minimum costs 238.00 USD and leaves 16.6 months of stock: the buyer has to decide
B2B-48DB5CF5,NAVA,Cylindrical Roller Bearing 172,B,1,2,6,0.8,modelo+estadistico,1825,47.33,35.75,4,6,5,6.2,APLAZADO,5,SUP-LOC-01,Suministros Coahuila,151.58,22.0,6.0,779.9,3,0.91,1804.75,1024.85,1,Does not fit in the discretionary budget of this run. It needs 779.90 USD and the 40000.00 USD of the run go further on other parts once production continuity is covered. Deferring it exposes a stockout valued at 1804.75 USD
B2B-48DB5CF5,OBRE,Cylindrical Roller Bearing 172,B,1,1,4,0.53,modelo+estadistico,1825,72.83,35.75,3,4,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,233.19,233.19,0,Stock is above the operating minimum: no replenishment needed
B2B-4902CB4F,NAVA,Torque Limiter 111,C,0,1,5,0.82,modelo+estadistico,2555,75.67,134.25,4,5,5,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.54,139.89,139.89,0,Replenishing costs more than the stockout it prevents. Replenishing costs 2868.10 USD and the stockout it prevents is valued at 139.89 USD on a criticality C part
B2B-49234388,NAVA,Spherical Roller Bearing 40,C,1,1,3,0.37,modelo+estadistico,1825,43.5,24.0,2,3,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-49234388,OBRE,Spherical Roller Bearing 40,C,3,1,6,0.94,modelo+estadistico,1825,40.5,24.0,5,6,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-492ECBD6,OBRE,Universal Joint 193,C,1,1,4,0.57,modelo+estadistico,2555,98.75,83.25,3,4,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.64,32.67,32.67,0,Stock is above the operating minimum: no replenishment needed
B2B-498814A9,NAVA,Lubrication Nipple 159,C,3,2,11,1.55,modelo+estadistico,180,43.5,5.5,9,11,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.56,23.84,23.84,0,Stock is above the operating minimum: no replenishment needed
B2B-498814A9,OBRE,Lubrication Nipple 159,C,1,4,20,2.8,modelo+estadistico,180,40.5,5.5,16,20,12,0.0,NO_COMPRAR,0,,,,,,0.0,2,1.0,234.8,234.8,0,Replenishing costs more than the stockout it prevents. Replenishing costs 305.84 USD and the stockout it prevents is valued at 234.80 USD on a criticality C part
B2B-499D44F5,NAVA,Threaded Rod 28,C,0,2,9,1.17,modelo+estadistico,3650,43.5,2.25,7,9,9,18.8,REVISAR,22,SUP-LOC-01,Suministros Coahuila,9.54,22.0,6.0,231.88,2,0.78,172.41,-59.47,1,The minimum order quantity at Suministros Coahuila is 22 units and the allowed maximum is 9. Buying the minimum costs 231.88 USD and leaves 18.8 months of stock: the buyer has to decide
B2B-499D44F5,OBRE,Threaded Rod 28,C,3,4,22,3.03,modelo+estadistico,3650,40.5,2.25,18,22,19,7.3,REVISAR,22,SUP-LOC-02,Servicios Yaqui,9.54,26.0,7.0,235.88,2,0.91,237.92,2.04,1,The minimum order quantity at Servicios Yaqui is 22 units and the allowed maximum is 19. Buying the minimum costs 235.88 USD and leaves 7.3 months of stock: the buyer has to decide
B2B-49D0FAF4,NAVA,Membrane Filter 104,C,2,2,14,2.0,modelo+estadistico,365,47.33,10.25,12,14,12,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.66,216.17,216.17,0,Stock is above the operating minimum: no replenishment needed
B2B-4A184D34,NAVA,Air Filter Cartridge 22,B,3,3,9,1.16,modelo+estadistico,365,47.33,10.0,6,9,6,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.75,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4A184D34,OBRE,Air Filter Cartridge 22,B,2,3,10,1.28,modelo+estadistico,365,72.83,10.0,7,10,8,6.2,COMPRAR,8,SUP-LOC-02,Servicios Yaqui,42.4,26.0,7.0,365.2,3,0.41,1714.68,1349.48,1,"2 units left against a minimum of 3. With a forecast demand of 1.3 per month, the economic order quantity of 7 units brings stock up to 10, about 6.2 months of consumption. Servicios Yaqui was chosen on lowest total cost among 3 offers that serve OBRE. Low confidence in the forecast: needs human validation"
B2B-4A2CE0ED,OBRE,Membrane Filter 69,C,3,2,11,1.59,modelo+estadistico,365,72.83,10.0,9,11,8,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,41.22,41.22,0,Stock is above the operating minimum: no replenishment needed
B2B-4A3431AF,NAVA,Deep Groove Ball Bearing 100,C,1,1,4,0.55,modelo+estadistico,1825,75.67,43.25,3,4,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,1.0,23.77,23.77,0,Stock is above the operating minimum: no replenishment needed
B2B-4A3431AF,OBRE,Deep Groove Ball Bearing 100,C,0,1,5,0.76,modelo+estadistico,1825,84.17,43.25,4,5,5,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.59,133.08,133.08,0,Replenishing costs more than the stockout it prevents. Replenishing costs 971.90 USD and the stockout it prevents is valued at 133.08 USD on a criticality C part
B2B-4A72795B,OBRE,Spherical Roller Bearing 31,C,1,1,3,0.43,modelo+estadistico,1825,98.75,52.375,2,3,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.34,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-4A80ACE9,NAVA,O-Ring NBR 161,C,3,4,22,3.02,modelo+estadistico,730,43.5,2.75,18,22,19,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.57,237.8,237.8,0,Replenishing costs more than the stockout it prevents. Replenishing costs 243.54 USD and the stockout it prevents is valued at 237.80 USD on a criticality C part
B2B-4AA7544F,NAVA,Coalescing Element 32,C,3,6,31,4.26,modelo+estadistico,365,47.33,8.25,25,31,28,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.72,246.47,246.47,0,Replenishing costs more than the stockout it prevents. Replenishing costs 1001.44 USD and the stockout it prevents is valued at 246.47 USD on a criticality C part
B2B-4AA7544F,OBRE,Coalescing Element 32,C,1,1,6,0.88,modelo+estadistico,365,72.83,8.25,5,6,5,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,133.09,133.09,0,Stock is above the operating minimum: no replenishment needed
B2B-4AAE9058,NAVA,Stud Assembly 15,C,9,5,32,4.59,modelo+estadistico,3650,43.5,0.25,27,32,23,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.99,41.3,41.3,0,Stock is above the operating minimum: no replenishment needed
B2B-4AAE9058,OBRE,Stud Assembly 15,C,2,5,29,4.06,modelo+estadistico,3650,40.5,0.25,24,29,27,24.6,REVISAR,100,SUP-LOC-02,Servicios Yaqui,1.06,26.0,7.0,132.0,2,0.61,245.69,113.69,1,The minimum order quantity at Servicios Yaqui is 100 units and the allowed maximum is 27. Buying the minimum costs 132.00 USD and leaves 24.6 months of stock: the buyer has to decide
B2B-4AFE4D1D,NAVA,O-Ring NBR 109,B,2,4,14,1.7,modelo+estadistico,730,47.33,3.75,10,14,12,7.6,REVISAR,13,SUP-LOC-01,Suministros Coahuila,15.9,22.0,6.0,228.7,3,0.78,3013.84,2785.14,1,The minimum order quantity at Suministros Coahuila is 13 units and the allowed maximum is 12. Buying the minimum costs 228.70 USD and leaves 7.6 months of stock: the buyer has to decide
B2B-4AFE4D1D,OBRE,O-Ring NBR 109,B,7,8,28,3.38,modelo+estadistico,730,72.83,3.75,20,28,21,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.27,0.0,0.0,1,Replenishing costs more than the stockout it prevents. Replenishing costs 359.90 USD and the stockout it prevents is valued at 0.00 USD on a criticality B part
B2B-4AFED08F,NAVA,Hex Bolt 58,B,3,3,19,2.78,modelo+estadistico,3650,43.5,0.25,16,19,16,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,3690.9,3690.9,0,Stock is above the operating minimum: no replenishment needed
B2B-4AFED08F,OBRE,Hex Bolt 58,B,6,23,68,7.64,modelo+estadistico,3650,40.5,0.25,45,68,62,13.1,REVISAR,100,SUP-LOC-02,Servicios Yaqui,1.06,26.0,7.0,132.0,2,0.4,3998.08,3866.08,1,The minimum order quantity at Servicios Yaqui is 100 units and the allowed maximum is 62. Buying the minimum costs 132.00 USD and leaves 13.1 months of stock: the buyer has to decide
B2B-4B21CCDC,NAVA,Contactor 28,B,1,1,2,0.22,modelo+estadistico,1825,352.5,464.0,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4B21CCDC,OBRE,Contactor 28,B,1,1,2,0.28,modelo+estadistico,1825,330.0,464.0,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.74,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4B22F204,NAVA,O-Ring NBR 125,B,3,3,12,1.58,modelo+estadistico,730,43.5,5.0,9,12,9,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.76,591.79,591.79,0,Stock is above the operating minimum: no replenishment needed
B2B-4B22F204,OBRE,O-Ring NBR 125,B,3,5,14,1.66,modelo+estadistico,730,40.5,5.0,9,14,11,6.6,COMPRAR,11,SUP-LOC-02,Servicios Yaqui,21.2,26.0,7.0,259.2,2,0.65,1094.9,835.7,0,"3 units left against a minimum of 5. With a forecast demand of 1.7 per month, the economic order quantity of 9 units brings stock up to 14, about 6.6 months of consumption. Servicios Yaqui was chosen on lowest total cost among 2 offers that serve OBRE"
B2B-4B9F55A2,OBRE,Temperature Probe 186,B,2,1,5,0.68,modelo+estadistico,1825,98.75,146.0,4,5,3,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.27,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-4C50719D,NAVA,Gear Oil 104,B,14,7,24,2.9,modelo+estadistico,180,43.5,6.0,17,24,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.71,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4C50719D,OBRE,Gear Oil 104,B,7,6,21,2.6,modelo+estadistico,180,40.5,6.0,15,21,5,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.5,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4C7629DA,NAVA,Servo Drive 176,C,1,1,2,0.18,modelo+estadistico,1825,352.5,654.25,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4C7629DA,OBRE,Servo Drive 176,C,2,1,1,0.13,modelo+estadistico,1825,330.0,654.25,0,1,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4CBD402C,NAVA,Level Sensor 91,C,1,1,1,0.16,modelo+estadistico,1825,102.5,194.625,0,1,0,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.78,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4CBD402C,OBRE,Level Sensor 91,C,1,1,3,0.39,modelo+estadistico,1825,98.75,194.625,2,3,2,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.61,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4CFCA4E7,NAVA,Breather Filter 40,B,3,3,10,1.27,modelo+estadistico,365,47.33,9.25,7,10,7,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.62,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4CFCA4E7,OBRE,Breather Filter 40,B,4,2,8,1.12,modelo+estadistico,365,72.83,9.25,6,8,4,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4D04368F,NAVA,Coalescing Element 108,B,7,7,20,2.21,modelo+estadistico,365,47.33,8.5,13,20,13,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.45,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-4D04368F,OBRE,Coalescing Element 108,B,4,2,14,2.0,modelo+estadistico,365,72.83,8.5,12,14,10,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.72,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4D5F5A6B,OBRE,Universal Joint 173,C,1,1,4,0.6,modelo+estadistico,2555,84.17,110.75,3,4,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,45.32,45.32,0,Stock is above the operating minimum: no replenishment needed
B2B-4E316E20,OBRE,Angular Contact Bearing 194,A,6,15,24,2.63,modelo+estadistico,1825,84.17,65.75,9,24,18,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,0.0,0.0,0,Replenishing costs more than the stockout it prevents. Replenishing costs 5073.04 USD and the stockout it prevents is valued at 0.00 USD on a criticality A part
B2B-4E40FFE0,NAVA,Filter Candle 93,C,3,3,16,2.26,modelo+estadistico,365,47.33,11.5,13,16,13,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.73,195.33,195.33,0,Stock is above the operating minimum: no replenishment needed
B2B-4E56653A,OBRE,PLC Input Module 68,B,0,1,2,0.25,modelo+estadistico,1825,265.83,1592.0,1,2,2,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.45,884.8,884.8,1,Replenishing costs more than the stockout it prevents. Replenishing costs 14401.82 USD and the stockout it prevents is valued at 884.80 USD on a criticality B part
B2B-4EB8E1FA,NAVA,Hydraulic Fluid 187,B,3,4,12,1.36,modelo+estadistico,180,47.33,7.5,8,12,3,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.78,0.0,0.0,0,"Shelf life does not allow consuming even the minimum order quantity. With a shelf life of 180 days only 3 units would be consumed, and the smallest minimum order quantity is 7"
B2B-4EB8E1FA,OBRE,Hydraulic Fluid 187,B,8,3,10,1.3,modelo+estadistico,180,72.83,7.5,7,10,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.88,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4F26750A,OBRE,Level Sensor 162,B,1,1,2,0.32,modelo+estadistico,1825,98.75,201.5,1,2,1,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.33,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-4F9158D6,NAVA,Deep Groove Ball Bearing 69,C,3,2,9,1.25,modelo+estadistico,1825,102.5,56.375,7,9,6,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.43,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
B2B-4F9158D6,OBRE,Deep Groove Ball Bearing 69,C,1,1,5,0.72,modelo+estadistico,1825,98.75,56.375,4,5,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.66,88.98,88.98,0,Stock is above the operating minimum: no replenishment needed
B2B-4F976EE2,NAVA,Lubrication Nipple 88,C,5,2,13,1.92,modelo+estadistico,180,43.5,5.5,11,13,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.77,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4FC5BBFA,NAVA,Shaft Collar Assembly 71,B,9,2,7,1.08,modelo+estadistico,2555,75.67,79.0,5,7,0,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.72,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-4FC5BBFA,OBRE,Shaft Collar Assembly 71,B,2,8,17,2.64,modelo+estadistico,2555,84.17,79.0,9,17,15,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.45,3714.55,3714.55,1,Replenishing costs more than the stockout it prevents. Replenishing costs 5079.40 USD and the stockout it prevents is valued at 3714.55 USD on a criticality B part
B2B-4FC72CD1,OBRE,Spherical Roller Bearing 33,C,1,2,9,1.3,modelo+estadistico,1825,40.5,30.75,7,9,8,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.75,181.87,181.87,0,Replenishing costs more than the stockout it prevents. Replenishing costs 1069.04 USD and the stockout it prevents is valued at 181.87 USD on a criticality C part
B2B-5002E9A3,NAVA,Conveyor Belt Section 19,C,6,2,13,1.95,modelo+estadistico,1095,43.5,13.5,11,13,7,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.7,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-5002E9A3,OBRE,Conveyor Belt Section 19,C,2,1,6,0.84,modelo+estadistico,1095,40.5,13.5,5,6,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,1.0,0.0,0.0,0,Stock is above the operating minimum: no replenishment needed
B2B-50160261,NAVA,Level Sensor 85,C,1,2,6,0.96,modelo+estadistico,1825,102.5,216.75,4,6,5,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.39,150.37,150.37,1,Replenishing costs more than the stockout it prevents. Replenishing costs 4910.20 USD and the stockout it prevents is valued at 150.37 USD on a criticality C part
B2B-50167218,OBRE,Food Grade Grease 125,C,3,6,28,3.74,modelo+estadistico,180,72.83,6.75,22,28,14,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.41,244.06,244.06,1,Replenishing costs more than the stockout it prevents. Replenishing costs 426.68 USD and the stockout it prevents is valued at 244.06 USD on a criticality C part
B2B-50C8A2FE,NAVA,Chain Lubricant 149,C,1,2,8,1.06,modelo+estadistico,180,43.5,5.625,6,8,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,163.39,163.39,0,"Shelf life does not allow consuming even the minimum order quantity. With a shelf life of 180 days only 4 units would be consumed, and the smallest minimum order quantity is 9"
B2B-50C8A2FE,OBRE,Chain Lubricant 149,C,1,2,8,1.06,modelo+estadistico,180,40.5,5.625,6,8,4,0.0,NO_COMPRAR,0,,,,,,0.0,2,0.91,163.39,163.39,0,"Shelf life does not allow consuming even the minimum order quantity. With a shelf life of 180 days only 4 units would be consumed, and the smallest minimum order quantity is 9"
B2B-512AFA6A,NAVA,Hydraulic Fluid 49,C,1,11,45,6.72,modelo+estadistico,180,47.33,6.75,34,45,31,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.53,249.7,249.7,0,Replenishing costs more than the stockout it prevents. Replenishing costs 909.22 USD and the stockout it prevents is valued at 249.70 USD on a criticality C part
B2B-512AFA6A,OBRE,Hydraulic Fluid 49,C,1,6,30,4.08,modelo+estadistico,180,72.83,6.75,24,30,18,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.91,245.77,245.77,0,Replenishing costs more than the stockout it prevents. Replenishing costs 541.16 USD and the stockout it prevents is valued at 245.77 USD on a criticality C part
B2B-513FA697,NAVA,Retaining Ring 138,C,26,10,63,8.98,modelo+estadistico,3650,47.33,1.75,53,63,37,0.0,NO_COMPRAR,0,,,,,,0.0,3,0.36,0.0,0.0,1,Stock is above the operating minimum: no replenishment needed
