offer_id,supplier_id,sku_id,unit_price_usd,moq,capacity_per_month,currency
SUP-LOC-02_B2B-2114DFC1,SUP-LOC-02,B2B-2114DFC1,22.26,10,57,USD
SUP-NAT-01_B2B-2114DFC1,SUP-NAT-01,B2B-2114DFC1,23.52,10,57,USD
SUP-LOC-01_B2B-22D8CF65,SUP-LOC-01,B2B-22D8CF65,32.86,6,60,USD
SUP-LOC-02_B2B-22D8CF65,SUP-LOC-02,B2B-22D8CF65,32.86,6,60,USD
SUP-NAT-01_B2B-22D8CF65,SUP-NAT-01,B2B-22D8CF65,34.72,6,60,USD
SUP-LOC-01_B2B-23F36FE3,SUP-LOC-01,B2B-23F36FE3,20.14,11,84,USD
SUP-LOC-02_B2B-23F36FE3,SUP-LOC-02,B2B-23F36FE3,20.14,11,84,USD
SUP-NAT-01_B2B-23F36FE3,SUP-NAT-01,B2B-23F36FE3,21.28,11,84,USD
SUP-NAT-01_B2B-2475817F,SUP-NAT-01,B2B-2475817F,219.52,1,102,USD
SUP-NAT-02_B2B-2475817F,SUP-NAT-02,B2B-2475817F,219.52,1,102,USD
SUP-NAT-01_B2B-24C357C9,SUP-NAT-01,B2B-24C357C9,286.72,1,75,USD
SUP-NAT-02_B2B-24C357C9,SUP-NAT-02,B2B-24C357C9,286.72,1,75,USD
SUP-LOC-01_B2B-24D0030F,SUP-LOC-01,B2B-24D0030F,3.18,67,435,USD
SUP-LOC-02_B2B-24D0030F,SUP-LOC-02,B2B-24D0030F,3.18,67,435,USD
SUP-NAT-01_B2B-24D0030F,SUP-NAT-01,B2B-24D0030F,3.36,67,435,USD
SUP-LOC-01_B2B-253A658B,SUP-LOC-01,B2B-253A658B,31.8,7,138,USD
SUP-LOC-02_B2B-253A658B,SUP-LOC-02,B2B-253A658B,31.8,7,138,USD
SUP-LOC-01_B2B-2582DD16,SUP-LOC-01,B2B-2582DD16,149.46,1,117,USD
SUP-LOC-02_B2B-2582DD16,SUP-LOC-02,B2B-2582DD16,149.46,1,117,USD
SUP-LOC-01_B2B-259F02BD,SUP-LOC-01,B2B-259F02BD,4.24,50,318,USD
SUP-LOC-02_B2B-259F02BD,SUP-LOC-02,B2B-259F02BD,4.24,50,318,USD
SUP-NAT-01_B2B-25BE7340,SUP-NAT-01,B2B-25BE7340,262.08,1,54,USD
SUP-NAT-02_B2B-25BE7340,SUP-NAT-02,B2B-25BE7340,262.08,1,54,USD
SUP-LOC-01_B2B-25C42D53,SUP-LOC-01,B2B-25C42D53,953.47,1,48,USD
SUP-NAT-01_B2B-25C42D53,SUP-NAT-01,B2B-25C42D53,1007.44,1,48,USD
SUP-NAT-02_B2B-25C42D53,SUP-NAT-02,B2B-25C42D53,1007.44,1,48,USD
SUP-LOC-01_B2B-25DE09FB,SUP-LOC-01,B2B-25DE09FB,371.0,1,36,USD
SUP-NAT-01_B2B-25DE09FB,SUP-NAT-01,B2B-25DE09FB,392.0,1,36,USD
SUP-NAT-02_B2B-25DE09FB,SUP-NAT-02,B2B-25DE09FB,392.0,1,36,USD
SUP-NAT-01_B2B-25F67750,SUP-NAT-01,B2B-25F67750,1288.0,1,24,USD
SUP-NAT-02_B2B-25F67750,SUP-NAT-02,B2B-25F67750,1288.0,1,24,USD
SUP-LOC-01_B2B-2652ACBF,SUP-LOC-01,B2B-2652ACBF,76.32,3,141,USD
SUP-LOC-02_B2B-2652ACBF,SUP-LOC-02,B2B-2652ACBF,76.32,3,141,USD
SUP-LOC-01_B2B-26A01ECD,SUP-LOC-01,B2B-26A01ECD,45.58,5,129,USD
SUP-LOC-02_B2B-26A01ECD,SUP-LOC-02,B2B-26A01ECD,45.58,5,129,USD
SUP-LOC-01_B2B-26F7A0A5,SUP-LOC-01,B2B-26F7A0A5,275.6,1,39,USD
SUP-NAT-01_B2B-26F7A0A5,SUP-NAT-01,B2B-26F7A0A5,291.2,1,39,USD
SUP-NAT-02_B2B-26F7A0A5,SUP-NAT-02,B2B-26F7A0A5,291.2,1,39,USD
SUP-LOC-01_B2B-278D7730,SUP-LOC-01,B2B-278D7730,51.94,4,330,USD
SUP-LOC-02_B2B-278D7730,SUP-LOC-02,B2B-278D7730,51.94,4,330,USD
SUP-NAT-01_B2B-278D7730,SUP-NAT-01,B2B-278D7730,54.88,4,330,USD
SUP-LOC-01_B2B-27D8553C,SUP-LOC-01,B2B-27D8553C,85.86,2,165,USD
SUP-LOC-02_B2B-27D8553C,SUP-LOC-02,B2B-27D8553C,85.86,2,165,USD
SUP-NAT-01_B2B-27D8553C,SUP-NAT-01,B2B-27D8553C,90.72,2,165,USD
SUP-NAT-01_B2B-282422D6,SUP-NAT-01,B2B-282422D6,730.24,1,72,USD
SUP-NAT-02_B2B-282422D6,SUP-NAT-02,B2B-282422D6,730.24,1,72,USD
SUP-NAT-01_B2B-28D8F809,SUP-NAT-01,B2B-28D8F809,590.24,1,120,USD
SUP-NAT-02_B2B-28D8F809,SUP-NAT-02,B2B-28D8F809,590.24,1,120,USD
SUP-LOC-01_B2B-291AA5BF,SUP-LOC-01,B2B-291AA5BF,209.88,1,42,USD
SUP-NAT-01_B2B-291AA5BF,SUP-NAT-01,B2B-291AA5BF,221.76,1,42,USD
SUP-NAT-02_B2B-291AA5BF,SUP-NAT-02,B2B-291AA5BF,221.76,1,42,USD
SUP-NAT-01_B2B-292C9EF8,SUP-NAT-01,B2B-292C9EF8,4051.04,1,21,USD
SUP-OEM-01_B2B-292C9EF8,SUP-OEM-01,B2B-292C9EF8,4412.74,1,21,USD
SUP-OEM-02_B2B-292C9EF8,SUP-OEM-02,B2B-292C9EF8,4412.74,1,21,USD
SUP-NAT-01_B2B-298BFCBA,SUP-NAT-01,B2B-298BFCBA,194.88,1,36,USD
SUP-NAT-02_B2B-298BFCBA,SUP-NAT-02,B2B-298BFCBA,194.88,1,36,USD
SUP-NAT-01_B2B-29C7B436,SUP-NAT-01,B2B-29C7B436,311.36,1,57,USD
SUP-NAT-02_B2B-29C7B436,SUP-NAT-02,B2B-29C7B436,311.36,1,57,USD
SUP-LOC-01_B2B-2A60287F,SUP-LOC-01,B2B-2A60287F,20.14,11,180,USD
SUP-LOC-02_B2B-2A60287F,SUP-LOC-02,B2B-2A60287F,20.14,11,180,USD
SUP-NAT-01_B2B-2A60287F,SUP-NAT-01,B2B-2A60287F,21.28,11,180,USD
SUP-LOC-01_B2B-2A974E84,SUP-LOC-01,B2B-2A974E84,12.19,17,141,USD
SUP-LOC-02_B2B-2A974E84,SUP-LOC-02,B2B-2A974E84,12.19,17,141,USD
SUP-NAT-01_B2B-2A974E84,SUP-NAT-01,B2B-2A974E84,12.88,17,141,USD
SUP-LOC-01_B2B-2AF3C44F,SUP-LOC-01,B2B-2AF3C44F,14.84,14,351,USD
SUP-LOC-02_B2B-2AF3C44F,SUP-LOC-02,B2B-2AF3C44F,14.84,14,351,USD
SUP-LOC-01_B2B-2B7366FA,SUP-LOC-01,B2B-2B7366FA,320.12,1,45,USD
SUP-NAT-01_B2B-2B7366FA,SUP-NAT-01,B2B-2B7366FA,338.24,1,45,USD
SUP-NAT-02_B2B-2B7366FA,SUP-NAT-02,B2B-2B7366FA,338.24,1,45,USD
SUP-LOC-01_B2B-2B74262C,SUP-LOC-01,B2B-2B74262C,48.76,4,63,USD
SUP-LOC-02_B2B-2B74262C,SUP-LOC-02,B2B-2B74262C,48.76,4,63,USD
SUP-NAT-01_B2B-2C274F12,SUP-NAT-01,B2B-2C274F12,1003.52,1,36,USD
SUP-NAT-02_B2B-2C274F12,SUP-NAT-02,B2B-2C274F12,1003.52,1,36,USD
SUP-LOC-01_B2B-2C668EF8,SUP-LOC-01,B2B-2C668EF8,1561.38,1,36,USD
SUP-NAT-01_B2B-2C668EF8,SUP-NAT-01,B2B-2C668EF8,1649.76,1,36,USD
SUP-NAT-02_B2B-2C668EF8,SUP-NAT-02,B2B-2C668EF8,1649.76,1,36,USD
SUP-LOC-01_B2B-2C7B4BFB,SUP-LOC-01,B2B-2C7B4BFB,460.04,1,75,USD
SUP-NAT-01_B2B-2C7B4BFB,SUP-NAT-01,B2B-2C7B4BFB,486.08,1,75,USD
SUP-NAT-02_B2B-2C7B4BFB,SUP-NAT-02,B2B-2C7B4BFB,486.08,1,75,USD
SUP-LOC-01_B2B-2D3421AE,SUP-LOC-01,B2B-2D3421AE,92.22,2,72,USD
SUP-LOC-02_B2B-2D3421AE,SUP-LOC-02,B2B-2D3421AE,92.22,2,72,USD
SUP-LOC-01_B2B-2D5004B4,SUP-LOC-01,B2B-2D5004B4,45.58,5,81,USD
SUP-LOC-02_B2B-2D5004B4,SUP-LOC-02,B2B-2D5004B4,45.58,5,81,USD
SUP-NAT-01_B2B-2D5004B4,SUP-NAT-01,B2B-2D5004B4,48.16,5,81,USD
SUP-LOC-01_B2B-2D6CE968,SUP-LOC-01,B2B-2D6CE968,26.5,8,105,USD
SUP-LOC-02_B2B-2D6CE968,SUP-LOC-02,B2B-2D6CE968,26.5,8,105,USD
SUP-NAT-01_B2B-2D6CE968,SUP-NAT-01,B2B-2D6CE968,28.0,8,105,USD
SUP-NAT-01_B2B-2DB1DEB4,SUP-NAT-01,B2B-2DB1DEB4,226.24,1,54,USD
SUP-NAT-02_B2B-2DB1DEB4,SUP-NAT-02,B2B-2DB1DEB4,226.24,1,54,USD
SUP-NAT-01_B2B-2DBBCF0E,SUP-NAT-01,B2B-2DBBCF0E,239.68,1,81,USD
SUP-NAT-02_B2B-2DBBCF0E,SUP-NAT-02,B2B-2DBBCF0E,239.68,1,81,USD
SUP-LOC-01_B2B-2DC805BB,SUP-LOC-01,B2B-2DC805BB,5.3,40,186,USD
SUP-LOC-02_B2B-2DC805BB,SUP-LOC-02,B2B-2DC805BB,5.3,40,186,USD
SUP-NAT-01_B2B-2DC805BB,SUP-NAT-01,B2B-2DC805BB,5.6,40,186,USD
SUP-NAT-01_B2B-2E230974,SUP-NAT-01,B2B-2E230974,472.64,1,54,USD
SUP-NAT-02_B2B-2E230974,SUP-NAT-02,B2B-2E230974,472.64,1,54,USD
SUP-LOC-01_B2B-2E302679,SUP-LOC-01,B2B-2E302679,4.24,50,231,USD
SUP-LOC-02_B2B-2E302679,SUP-LOC-02,B2B-2E302679,4.24,50,231,USD
SUP-LOC-01_B2B-2E55A0E2,SUP-LOC-01,B2B-2E55A0E2,103.88,2,48,USD
SUP-LOC-02_B2B-2E55A0E2,SUP-LOC-02,B2B-2E55A0E2,103.88,2,48,USD
SUP-NAT-01_B2B-2E55A0E2,SUP-NAT-01,B2B-2E55A0E2,109.76,2,48,USD
SUP-NAT-01_B2B-2EF0C560,SUP-NAT-01,B2B-2EF0C560,277.76,1,27,USD
SUP-NAT-02_B2B-2EF0C560,SUP-NAT-02,B2B-2EF0C560,277.76,1,27,USD
SUP-NAT-01_B2B-300A5037,SUP-NAT-01,B2B-300A5037,393.12,1,54,USD
SUP-NAT-02_B2B-300A5037,SUP-NAT-02,B2B-300A5037,393.12,1,54,USD
SUP-LOC-01_B2B-300D55DD,SUP-LOC-01,B2B-300D55DD,10.6,20,219,USD
SUP-LOC-02_B2B-300D55DD,SUP-LOC-02,B2B-300D55DD,10.6,20,219,USD
SUP-NAT-01_B2B-300D55DD,SUP-NAT-01,B2B-300D55DD,11.2,20,219,USD
SUP-LOC-01_B2B-3035CEDE,SUP-LOC-01,B2B-3035CEDE,16.96,12,318,USD
SUP-LOC-02_B2B-3035CEDE,SUP-LOC-02,B2B-3035CEDE,16.96,12,318,USD
SUP-LOC-01_B2B-30440C1B,SUP-LOC-01,B2B-30440C1B,66.78,3,69,USD
SUP-LOC-02_B2B-30440C1B,SUP-LOC-02,B2B-30440C1B,66.78,3,69,USD
SUP-LOC-01_B2B-31437C68,SUP-LOC-01,B2B-31437C68,15.9,13,219,USD
SUP-LOC-02_B2B-31437C68,SUP-LOC-02,B2B-31437C68,15.9,13,219,USD
SUP-NAT-01_B2B-31B48C59,SUP-NAT-01,B2B-31B48C59,332.64,1,84,USD
SUP-NAT-02_B2B-31B48C59,SUP-NAT-02,B2B-31B48C59,332.64,1,84,USD
SUP-LOC-01_B2B-31DFDD86,SUP-LOC-01,B2B-31DFDD86,16.96,12,798,USD
SUP-LOC-02_B2B-31DFDD86,SUP-LOC-02,B2B-31DFDD86,16.96,12,798,USD
SUP-NAT-01_B2B-31DFDD86,SUP-NAT-01,B2B-31DFDD86,17.92,12,798,USD
SUP-LOC-01_B2B-31ECC143,SUP-LOC-01,B2B-31ECC143,55.12,4,102,USD
SUP-LOC-02_B2B-31ECC143,SUP-LOC-02,B2B-31ECC143,55.12,4,102,USD
SUP-OEM-01_B2B-31ED8A8A,SUP-OEM-01,B2B-31ED8A8A,3113.44,1,18,USD
SUP-OEM-02_B2B-31ED8A8A,SUP-OEM-02,B2B-31ED8A8A,3113.44,1,18,USD
SUP-LOC-01_B2B-32014988,SUP-LOC-01,B2B-32014988,40.28,5,102,USD
SUP-LOC-02_B2B-32014988,SUP-LOC-02,B2B-32014988,40.28,5,102,USD
SUP-NAT-01_B2B-32014988,SUP-NAT-01,B2B-32014988,42.56,5,102,USD
SUP-LOC-01_B2B-322BC141,SUP-LOC-01,B2B-322BC141,11.66,18,318,USD
SUP-LOC-02_B2B-322BC141,SUP-LOC-02,B2B-322BC141,11.66,18,318,USD
SUP-LOC-01_B2B-3268AEEF,SUP-LOC-01,B2B-3268AEEF,58.3,4,369,USD
SUP-LOC-02_B2B-3268AEEF,SUP-LOC-02,B2B-3268AEEF,58.3,4,369,USD
SUP-NAT-01_B2B-3268AEEF,SUP-NAT-01,B2B-3268AEEF,61.6,4,369,USD
SUP-LOC-01_B2B-32844696,SUP-LOC-01,B2B-32844696,56.71,4,150,USD
SUP-LOC-02_B2B-32844696,SUP-LOC-02,B2B-32844696,56.71,4,150,USD
SUP-NAT-01_B2B-32844696,SUP-NAT-01,B2B-32844696,59.92,4,150,USD
SUP-LOC-01_B2B-32F6CBEA,SUP-LOC-01,B2B-32F6CBEA,974.14,1,33,USD
SUP-NAT-01_B2B-32F6CBEA,SUP-NAT-01,B2B-32F6CBEA,1029.28,1,33,USD
SUP-NAT-02_B2B-32F6CBEA,SUP-NAT-02,B2B-32F6CBEA,1029.28,1,33,USD
SUP-LOC-01_B2B-32F8EB3B,SUP-LOC-01,B2B-32F8EB3B,190.27,1,57,USD
SUP-NAT-01_B2B-32F8EB3B,SUP-NAT-01,B2B-32F8EB3B,201.04,1,57,USD
SUP-NAT-02_B2B-32F8EB3B,SUP-NAT-02,B2B-32F8EB3B,201.04,1,57,USD
SUP-LOC-01_B2B-33166200,SUP-LOC-01,B2B-33166200,3.18,67,249,USD
SUP-LOC-02_B2B-33166200,SUP-LOC-02,B2B-33166200,3.18,67,249,USD
SUP-LOC-01_B2B-33406034,SUP-LOC-01,B2B-33406034,3.18,67,303,USD
SUP-LOC-02_B2B-33406034,SUP-LOC-02,B2B-33406034,3.18,67,303,USD
SUP-NAT-01_B2B-33406034,SUP-NAT-01,B2B-33406034,3.36,67,303,USD
SUP-LOC-01_B2B-33CD1137,SUP-LOC-01,B2B-33CD1137,21.2,10,288,USD
SUP-LOC-02_B2B-33CD1137,SUP-LOC-02,B2B-33CD1137,21.2,10,288,USD
SUP-LOC-01_B2B-340ED9DD,SUP-LOC-01,B2B-340ED9DD,46.64,5,162,USD
SUP-LOC-02_B2B-340ED9DD,SUP-LOC-02,B2B-340ED9DD,46.64,5,162,USD
SUP-LOC-01_B2B-34946AC4,SUP-LOC-01,B2B-34946AC4,50.88,4,165,USD
SUP-LOC-02_B2B-34946AC4,SUP-LOC-02,B2B-34946AC4,50.88,4,165,USD
SUP-NAT-01_B2B-35004849,SUP-NAT-01,B2B-35004849,2889.04,1,24,USD
SUP-OEM-01_B2B-35004849,SUP-OEM-01,B2B-35004849,3146.99,1,24,USD
SUP-OEM-02_B2B-35004849,SUP-OEM-02,B2B-35004849,3146.99,1,24,USD
SUP-LOC-01_B2B-35268622,SUP-LOC-01,B2B-35268622,24.38,9,234,USD
SUP-LOC-02_B2B-35268622,SUP-LOC-02,B2B-35268622,24.38,9,234,USD
SUP-NAT-01_B2B-35268622,SUP-NAT-01,B2B-35268622,25.76,9,234,USD
SUP-LOC-01_B2B-35A8EE8F,SUP-LOC-01,B2B-35A8EE8F,14.84,14,537,USD
SUP-LOC-02_B2B-35A8EE8F,SUP-LOC-02,B2B-35A8EE8F,14.84,14,537,USD
SUP-NAT-01_B2B-35A8EE8F,SUP-NAT-01,B2B-35A8EE8F,15.68,14,537,USD
SUP-LOC-01_B2B-35D8C78F,SUP-LOC-01,B2B-35D8C78F,84.8,2,78,USD
SUP-LOC-02_B2B-35D8C78F,SUP-LOC-02,B2B-35D8C78F,84.8,2,78,USD
SUP-OEM-01_B2B-35F1E9F3,SUP-OEM-01,B2B-35F1E9F3,5185.0,1,18,USD
SUP-OEM-02_B2B-35F1E9F3,SUP-OEM-02,B2B-35F1E9F3,5185.0,1,18,USD
SUP-LOC-01_B2B-3611FBEA,SUP-LOC-01,B2B-3611FBEA,3.18,67,402,USD
SUP-LOC-02_B2B-3611FBEA,SUP-LOC-02,B2B-3611FBEA,3.18,67,402,USD
SUP-NAT-01_B2B-3611FBEA,SUP-NAT-01,B2B-3611FBEA,3.36,67,402,USD
SUP-LOC-01_B2B-368C647F,SUP-LOC-01,B2B-368C647F,212.0,1,60,USD
SUP-NAT-01_B2B-368C647F,SUP-NAT-01,B2B-368C647F,224.0,1,60,USD
SUP-NAT-02_B2B-368C647F,SUP-NAT-02,B2B-368C647F,224.0,1,60,USD
SUP-NAT-01_B2B-376D8078,SUP-NAT-01,B2B-376D8078,537.6,1,30,USD
SUP-NAT-02_B2B-376D8078,SUP-NAT-02,B2B-376D8078,537.6,1,30,USD
SUP-NAT-01_B2B-37A67579,SUP-NAT-01,B2B-37A67579,10237.92,1,9,USD
SUP-OEM-01_B2B-37A67579,SUP-OEM-01,B2B-37A67579,11152.02,1,9,USD
SUP-OEM-02_B2B-37A67579,SUP-OEM-02,B2B-37A67579,11152.02,1,9,USD
SUP-NAT-01_B2B-381E97F9,SUP-NAT-01,B2B-381E97F9,517.44,1,24,USD
SUP-NAT-02_B2B-381E97F9,SUP-NAT-02,B2B-381E97F9,517.44,1,24,USD
SUP-NAT-01_B2B-392D5F2B,SUP-NAT-01,B2B-392D5F2B,322.56,1,33,USD
SUP-NAT-02_B2B-392D5F2B,SUP-NAT-02,B2B-392D5F2B,322.56,1,33,USD
SUP-LOC-01_B2B-3955B656,SUP-LOC-01,B2B-3955B656,146.28,1,63,USD
SUP-LOC-02_B2B-3955B656,SUP-LOC-02,B2B-3955B656,146.28,1,63,USD
SUP-NAT-01_B2B-3955B656,SUP-NAT-01,B2B-3955B656,154.56,1,63,USD
SUP-LOC-01_B2B-39736DC1,SUP-LOC-01,B2B-39736DC1,23.32,9,150,USD
SUP-LOC-02_B2B-39736DC1,SUP-LOC-02,B2B-39736DC1,23.32,9,150,USD
SUP-LOC-01_B2B-39E815CE,SUP-LOC-01,B2B-39E815CE,111.83,2,45,USD
SUP-LOC-02_B2B-39E815CE,SUP-LOC-02,B2B-39E815CE,111.83,2,45,USD
SUP-LOC-01_B2B-3A1BBB38,SUP-LOC-01,B2B-3A1BBB38,2.12,100,300,USD
SUP-LOC-02_B2B-3A1BBB38,SUP-LOC-02,B2B-3A1BBB38,2.12,100,300,USD
SUP-LOC-01_B2B-3A7BE5BE,SUP-LOC-01,B2B-3A7BE5BE,28.62,7,120,USD
SUP-LOC-02_B2B-3A7BE5BE,SUP-LOC-02,B2B-3A7BE5BE,28.62,7,120,USD
SUP-LOC-01_B2B-3ADCAEE1,SUP-LOC-01,B2B-3ADCAEE1,1.06,100,1227,USD
SUP-LOC-02_B2B-3ADCAEE1,SUP-LOC-02,B2B-3ADCAEE1,1.06,100,1227,USD
SUP-NAT-01_B2B-3ADCAEE1,SUP-NAT-01,B2B-3ADCAEE1,1.12,100,1227,USD
SUP-LOC-01_B2B-3AF021E7,SUP-LOC-01,B2B-3AF021E7,13.78,15,345,USD
SUP-LOC-02_B2B-3AF021E7,SUP-LOC-02,B2B-3AF021E7,13.78,15,345,USD
SUP-NAT-01_B2B-3AF021E7,SUP-NAT-01,B2B-3AF021E7,14.56,15,345,USD
SUP-LOC-01_B2B-3B04AEC3,SUP-LOC-01,B2B-3B04AEC3,321.18,1,42,USD
SUP-NAT-01_B2B-3B04AEC3,SUP-NAT-01,B2B-3B04AEC3,339.36,1,42,USD
SUP-NAT-02_B2B-3B04AEC3,SUP-NAT-02,B2B-3B04AEC3,339.36,1,42,USD
SUP-LOC-01_B2B-3B0B4D69,SUP-LOC-01,B2B-3B0B4D69,41.34,5,84,USD
SUP-LOC-02_B2B-3B0B4D69,SUP-LOC-02,B2B-3B0B4D69,41.34,5,84,USD
SUP-NAT-01_B2B-3B0B4D69,SUP-NAT-01,B2B-3B0B4D69,43.68,5,84,USD
SUP-NAT-01_B2B-3B87A90B,SUP-NAT-01,B2B-3B87A90B,693.28,1,45,USD
SUP-NAT-02_B2B-3B87A90B,SUP-NAT-02,B2B-3B87A90B,693.28,1,45,USD
SUP-OEM-01_B2B-3B967590,SUP-OEM-01,B2B-3B967590,1928.82,1,15,USD
SUP-OEM-02_B2B-3B967590,SUP-OEM-02,B2B-3B967590,1928.82,1,15,USD
SUP-LOC-01_B2B-3B99A789,SUP-LOC-01,B2B-3B99A789,23.32,9,81,USD
SUP-LOC-02_B2B-3B99A789,SUP-LOC-02,B2B-3B99A789,23.32,9,81,USD
SUP-NAT-01_B2B-3B99A789,SUP-NAT-01,B2B-3B99A789,24.64,9,81,USD
SUP-LOC-01_B2B-3BE52C4E,SUP-LOC-01,B2B-3BE52C4E,789.7,1,45,USD
SUP-NAT-01_B2B-3BE52C4E,SUP-NAT-01,B2B-3BE52C4E,834.4,1,45,USD
SUP-NAT-02_B2B-3BE52C4E,SUP-NAT-02,B2B-3BE52C4E,834.4,1,45,USD
SUP-LOC-01_B2B-3C37E0A7,SUP-LOC-01,B2B-3C37E0A7,65.72,3,159,USD
SUP-LOC-02_B2B-3C37E0A7,SUP-LOC-02,B2B-3C37E0A7,65.72,3,159,USD
SUP-NAT-01_B2B-3C3A31AD,SUP-NAT-01,B2B-3C3A31AD,428.96,1,39,USD
SUP-NAT-02_B2B-3C3A31AD,SUP-NAT-02,B2B-3C3A31AD,428.96,1,39,USD
SUP-OEM-01_B2B-3C70A88B,SUP-OEM-01,B2B-3C70A88B,13282.14,1,9,USD
SUP-OEM-02_B2B-3C70A88B,SUP-OEM-02,B2B-3C70A88B,13282.14,1,9,USD
SUP-LOC-01_B2B-3C78A64F,SUP-LOC-01,B2B-3C78A64F,89.04,2,78,USD
SUP-LOC-02_B2B-3C78A64F,SUP-LOC-02,B2B-3C78A64F,89.04,2,78,USD
SUP-NAT-01_B2B-3C78A64F,SUP-NAT-01,B2B-3C78A64F,94.08,2,78,USD
SUP-LOC-01_B2B-3CE77B12,SUP-LOC-01,B2B-3CE77B12,10.6,20,330,USD
SUP-LOC-02_B2B-3CE77B12,SUP-LOC-02,B2B-3CE77B12,10.6,20,330,USD
SUP-LOC-01_B2B-3D1F4808,SUP-LOC-01,B2B-3D1F4808,11.66,18,213,USD
SUP-LOC-02_B2B-3D1F4808,SUP-LOC-02,B2B-3D1F4808,11.66,18,213,USD
SUP-NAT-01_B2B-3D1F4808,SUP-NAT-01,B2B-3D1F4808,12.32,18,213,USD
SUP-LOC-01_B2B-3D285BAB,SUP-LOC-01,B2B-3D285BAB,61.48,3,114,USD
SUP-LOC-02_B2B-3D285BAB,SUP-LOC-02,B2B-3D285BAB,61.48,3,114,USD
SUP-NAT-01_B2B-3ECB9008,SUP-NAT-01,B2B-3ECB9008,854.56,1,21,USD
SUP-NAT-02_B2B-3ECB9008,SUP-NAT-02,B2B-3ECB9008,854.56,1,21,USD
SUP-LOC-01_B2B-3EE6799E,SUP-LOC-01,B2B-3EE6799E,79.5,3,99,USD
SUP-LOC-02_B2B-3EE6799E,SUP-LOC-02,B2B-3EE6799E,79.5,3,99,USD
SUP-NAT-01_B2B-3EE6799E,SUP-NAT-01,B2B-3EE6799E,84.0,3,99,USD
SUP-LOC-01_B2B-3F23B0C1,SUP-LOC-01,B2B-3F23B0C1,6.36,33,351,USD
SUP-LOC-02_B2B-3F23B0C1,SUP-LOC-02,B2B-3F23B0C1,6.36,33,351,USD
SUP-NAT-01_B2B-3F23B0C1,SUP-NAT-01,B2B-3F23B0C1,6.72,33,351,USD
SUP-LOC-01_B2B-3F3973A4,SUP-LOC-01,B2B-3F3973A4,40.28,5,111,USD
SUP-LOC-02_B2B-3F3973A4,SUP-LOC-02,B2B-3F3973A4,40.28,5,111,USD
SUP-LOC-01_B2B-3F72B874,SUP-LOC-01,B2B-3F72B874,28.62,7,240,USD
SUP-LOC-02_B2B-3F72B874,SUP-LOC-02,B2B-3F72B874,28.62,7,240,USD
SUP-NAT-01_B2B-3F72B874,SUP-NAT-01,B2B-3F72B874,30.24,7,240,USD
SUP-LOC-01_B2B-3F7DB904,SUP-LOC-01,B2B-3F7DB904,27.56,8,246,USD
SUP-LOC-02_B2B-3F7DB904,SUP-LOC-02,B2B-3F7DB904,27.56,8,246,USD
SUP-NAT-01_B2B-3F7DB904,SUP-NAT-01,B2B-3F7DB904,29.12,8,246,USD
SUP-LOC-01_B2B-3FC0E5B1,SUP-LOC-01,B2B-3FC0E5B1,2.12,100,300,USD
SUP-LOC-02_B2B-3FC0E5B1,SUP-LOC-02,B2B-3FC0E5B1,2.12,100,300,USD
SUP-NAT-01_B2B-3FC0E5B1,SUP-NAT-01,B2B-3FC0E5B1,2.24,100,300,USD
SUP-LOC-01_B2B-40505780,SUP-LOC-01,B2B-40505780,4.24,50,243,USD
SUP-LOC-02_B2B-40505780,SUP-LOC-02,B2B-40505780,4.24,50,243,USD
SUP-NAT-01_B2B-40505780,SUP-NAT-01,B2B-40505780,4.48,50,243,USD
SUP-LOC-01_B2B-40CED9B2,SUP-LOC-01,B2B-40CED9B2,118.72,2,78,USD
SUP-LOC-02_B2B-40CED9B2,SUP-LOC-02,B2B-40CED9B2,118.72,2,78,USD
SUP-NAT-01_B2B-40CED9B2,SUP-NAT-01,B2B-40CED9B2,125.44,2,78,USD
SUP-NAT-01_B2B-4100CC04,SUP-NAT-01,B2B-4100CC04,708.96,1,27,USD
SUP-NAT-02_B2B-4100CC04,SUP-NAT-02,B2B-4100CC04,708.96,1,27,USD
SUP-LOC-01_B2B-410C7C12,SUP-LOC-01,B2B-410C7C12,610.56,1,30,USD
SUP-NAT-01_B2B-410C7C12,SUP-NAT-01,B2B-410C7C12,645.12,1,30,USD
SUP-NAT-02_B2B-410C7C12,SUP-NAT-02,B2B-410C7C12,645.12,1,30,USD
SUP-LOC-01_B2B-411D357F,SUP-LOC-01,B2B-411D357F,114.48,2,168,USD
SUP-LOC-02_B2B-411D357F,SUP-LOC-02,B2B-411D357F,114.48,2,168,USD
SUP-NAT-01_B2B-411D357F,SUP-NAT-01,B2B-411D357F,120.96,2,168,USD
SUP-LOC-01_B2B-4142FA05,SUP-LOC-01,B2B-4142FA05,18.02,12,309,USD
SUP-LOC-02_B2B-4142FA05,SUP-LOC-02,B2B-4142FA05,18.02,12,309,USD
SUP-LOC-01_B2B-417AB46C,SUP-LOC-01,B2B-417AB46C,41.34,5,60,USD
SUP-LOC-02_B2B-417AB46C,SUP-LOC-02,B2B-417AB46C,41.34,5,60,USD
SUP-NAT-01_B2B-417AB46C,SUP-NAT-01,B2B-417AB46C,43.68,5,60,USD
SUP-NAT-01_B2B-42098A0D,SUP-NAT-01,B2B-42098A0D,1051.12,1,27,USD
